LocationID_ParentCorpID_LocationName lon lat location df_tx90p df_pdsisc df_coastalflood df_carbonprice df_zindex df_tbd3 notes
180_10_Changhua_County_Taiwan 120.425463 24.13912 Changhua_County,_Taiwan tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
181_10_Singapore 103.709625 1.351458 Singapore tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
182_11_Ashburn_VA -77.44567 39.050527 Ashburn_VA tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
183_11_Highlands_Ranch_CO -104.994438 39.553727 Highlands_Ranch_CO tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
184_11_London_UK -0.018951 51.496931 London_UK tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
185_11_Singapore 103.968438 1.370794 Singapore tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
186_12_Singapore 103.852436 1.282526 Singapore tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
187_12_Hong_Kong 114.118611 22.367843 Hong_Kong tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
188_12_Melbourne_Australia 144.963327 -37.813621 Melbourne_Australia tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
189_12_Sydney_Australia 151.20902 -33.868666 Sydney_Australia tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
190_12_Sao_Paulo_Brazil -46.696733 -23.60788 Sao_Paulo_Brazil tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
191_12_Saitama_Japan 139.649396 35.858136 Saitama_Japan tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
192_12_Osaka_Japan 135.501908 34.693985 Osaka_Japan tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
193_12_Dublin_Ireland -6.19661 53.269382 Dublin_Ireland tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
194_12_Ashburn_Virginia -77.47134 39.01147 Ashburn_Virginia tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
195_12_Chicago_Illinois -87.618344 41.853767 Chicago_Illinois tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
196_13_Prineville_Oregon -120.875123 44.289468 Prineville_Oregon tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
197_13_Reno_NV -119.548556 39.567252 Reno_NV tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
198_13_Maiden_NC -81.257734 35.589245 Maiden_NC tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
199_13_Santa_Clara_CA -121.943483 37.360923 Santa_Clara_CA tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
200_13_Mesa_AZ -111.604145 33.34712 Mesa_AZ tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
201_13_Waukee_Iowa -93.930997 41.611735 Waukee_Iowa tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
202_13_Viborg_Denmark 9.570882 56.482218 Viborg_Denmark tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
203_13_Aabenraa_Denmark 9.163523 55.036608 Aabenraa_Denmark tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
204_13_Ulanqab_China 113.169205 41.016269 Ulanqab_China tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
205_13_Guizhou_China 106.66086 26.422518 Guizhou_China tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
206_14_Puebla_Mexico -98.252285 19.123754 Puebla_Mexico tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
207_14_Uitenhage_South_Africa 25.419024 -33.786427 Uitenhage_South_Africa tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
208_14_Chattanooga_TN -85.134299 35.079014 Chattanooga_TN tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
209_14_Pamela_Portugal -8.9868 38.583533 Pamela_Portugal tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
210_14_Chakan_India 73.81944 18.747465 Chakan_India tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
211_14_Taubate_Brazil -45.635584 -23.058839 Taubate_Brazil tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
212_14_Sao_Bernardo_Brazil -46.547063 -23.736335 Sao_Bernardo_Brazil tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
213_14_Sao_Jose_dos_Pinhais_Brazil -49.176683 -25.667688 Sao_Jose_dos_Pinhais_Brazil tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
214_14_Sao_Carlos_Brazil -47.87212 -22.063892 Sao_Carlos_Brazil tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
215_14_Cordoba_Argentina -64.166239 -31.464431 Cordoba_Argentina tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
216_14_Pacheco_Argentina -58.691611 -34.442713 Pacheco_Argentina tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
217_14_Braunschweig_Germany 10.522778 52.293327 Braunschweig_Germany tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
218_14_Chemnitz_Germany 12.906514 50.803994 Chemnitz_Germany tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
219_14_Dresden_Germany 13.755827 51.044463 Dresden_Germany tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
220_14_Emden_Germany 7.158232 53.348045 Emden_Germany tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
221_14_Hannover_Germany 9.668604 52.417808 Hannover_Germany tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
222_14_Kassel_Germany 9.4341 51.257675 Kassel_Germany tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
223_14_Osnabruck_Germany 8.077907 52.265776 Osnabruck_Germany tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
224_14_Salzgitter_Germany 10.444816 52.181466 Salzgitter_Germany tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
225_14_Wolfsburg_Germany 10.775997 52.434187 Wolfsburg_Germany tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
226_14_Zwickau_Germany 12.475316 50.731334 Zwickau_Germany tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
227_15_Los_Angeles_CA -118.2509995 34.0621986 Los_Angeles_CA tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
228_15_Richmond_VA -77.464631 37.630818 Richmond_VA tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
229_15_Richardson_TX -96.707159 32.985838 Richardson_TX tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
230_16_GrandPrairie_TX -97.05287 32.699785 GrandPrairie_TX_Helicopter_Engines tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
231_16_CostaMesa_CA -117.872625 33.684592 CostaMesa_CA_Avionics tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
232_16_Everett_WA -122.246479 47.930019 Everett_WA_LandingSystems tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
233_16_Walton_KY -84.609567 38.92358 Walton_KY_LandingSystems tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
234_16_Ashburn_VA -77.487328 39.069635 Ashburn_VA_Vectronix tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
235_16_Toronto_Canada -79.024158 43.835936 Toronto_Canada_LandingSystems tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
236_16_Bedford_NH -71.508251 42.961102 Bedfore_NH_Vectronix tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
237_16_Rochester_NH -70.914762 43.282378 Rochester_NH_AeroComposites tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
238_16_Queretaro_Mexico -100.167277 20.618443 Queretaro_Mexico_LandingSystems tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
239_16_Chihuahua_Mexico -106.115896 28.715804 Chihuahua_Mexico_Eletrical_Power tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
240_16_Xerem_Brazil -43.300624 -22.61393 Xerem_Brazil_Helicopter_Engines tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
241_16_SaoJose_dosCampos_Brazil -45.952769 -23.208467 SaoJose_dosCampos_Brazil tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
242_16_Bankstown_Australia 150.996135 -33.923194 Bankstown_Australia_Helicopter_Engines tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
243_16_Singapore_LandingSystems 103.9708 1.382721 Singapore_LandingSystems tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
244_16_Singapore_HeloEngines 103.857985 1.402867 Singapore_HeloEngines tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
245_16_Negeri_Sembilan_Malaysia 101.831389 2.676122 Negeri_Sembilan_Malaysia_LandingSystems tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
246_16_Komsomolsk_Russia 137.030086 50.538521 Komsomolsk_Russia tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
247_16_Beijing_China 116.460798 39.950359 Beijing_China_HeloEngines tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
248_16_Guizhou_China 106.628068 26.618996 Guizhou_China tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
249_16_Suzhou_China_LandingSystems 120.836454 31.339154 Suzhou_China_LandingSystems tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
250_16_Suzhou_China_AircraftEngines 120.332169 31.586589 Suzhou_China_AircraftEngines tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
251_16_Temara_Morocco -6.897242 33.930509 Temara_Morocco_Power tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
252_16_Casablanca_Morocco -7.574861 33.368748 Casablanca_Morocco tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
253_16_Burnley_UK -2.21936 53.801454 Burnley_UK tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
254_16_Gloucester_UK -2.173818 51.898057 Gloucester_UK_LandingSystems tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
255_16_Pitstone_Green_UK -0.648735 51.828143 Pitstone_Green_UK_Power tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
256_16_Fareham_UK -1.248904 50.871503 Fareham_UK_HeloEngines tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
257_16_Hamburg_Germany_HeloEngines 9.98329 53.604833 Hamburg_Germany_HeloEngines tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
258_16_Hamburg_Germany_Nacelles 9.906186 53.478998 Hamburg_Germany_Nacelles tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
259_16_Herstal_Belgium 5.582486 50.686291 Herstal_Belgium_AeroBoosters tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
260_16_Commercy_France 5.600193 48.748761 Commercy_France_AeroComposite tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
261_16_Florange_France 6.127964 49.314391 Florange_France_Aerostructures tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
262_16_Molsheim_France 7.503014 48.53186 Molsheim_France_LandingSystems tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
263_16_Vernon_France 1.497584 49.110957 Vernon_France_AcftEngines tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
264_16_Buchelay_France 1.667026 48.990408 Buchelay_France_HeloEngines tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
265_16_Mantes_La_Ville_France 1.708136 48.982239 Mantes_La_Ville_France tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
266_16_Eragny_France 2.111132 49.026496 Eragny_France tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
267_16_Gennevilliers_France 2.257242 48.937874 Gennevilliers_France_AcftEngines tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
268_16_Saint_Quentin_France 2.066976 48.754483 Saint_Quentin_France_AcftEngines tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
269_16_Massy_France 2.266513 48.724623 Massy_France_Electronics tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
270_16_Fougeres_France -1.1792 48.341538 Fougeres_France_Electronics tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
271_16_Montflucon_France 2.578218 46.36428 Montflucon_France_Electronics tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
272_16_Chatellerault_France 0.547757 46.847376 Chatellerault_France_AcftEngines tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
273_16_Poitiers_France 0.331301 46.55163 Poitiers_France_Electronics tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
274_16_Villeurbanne_France 4.912478 45.757011 Villeurbanne_France_LandingSystems tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
275_16_Valence_France 4.92027 44.939267 Valence_France_Electronics tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
276_16_Istres_France 4.929841 43.52459 Istres_France_AcftEngines tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
277_16_Colomiers_France 1.346246 43.62494 Colomiers_France_Nacelles tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
278_16_Tarnos_France -1.494318 43.547445 Tarnos_France_HeloEngines tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
279_16_Bidos_France -0.608181 43.179895 Bidos_France_LandingSystems tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
280_17_Alberquerque_NM -106.640314 35.04405 Albuquerque_NM_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
281_17_Altoona_PA -78.428338 40.464548 Altoona_PA_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
282_17_Anchorage_AK -149.871852 61.129483 Anchorage_AK_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
283_17_Atlanta_GA -84.228644 33.913296 Atlanta_GA_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
284_17_Cadillac_Atlanta_GA -84.798898 33.89552 Cadillac_Atlanta_GA_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
285_17_Alchemy_Atlanta_GA -84.258526 33.922142 Alchemy_Atlanta_GA_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
286_17_Augusta_GA -81.985985 33.39929 Augusta_GA_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
287_17_Baltimore_MD -76.576463 39.232533 Baltimore_MD_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
288_17_Borger_TX -101.387392 35.659569 Borger_TX_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
289_17_Salem_MA -70.899303 42.509358 Salem_MA_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
290_17_Buffalo_NY -78.926957 42.977313 Buffalo_NY_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
291_17_Burlington_IA -91.151894 40.828947 Burlington_IA_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
292_17_Carlin_NV -116.060233 40.72545 Carlin_NV_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
293_17_Casper_WY -106.220085 42.85422 Casper_WY_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
294_17_Charlotte_NC -80.933379 35.130487 Charlotte_NC_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
295_17_Chattanooga_TN -85.274276 35.083561 Chattanooga_TN_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
296_17_Bellevue_WA -122.196702 47.614152 Chempoint_com tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
297_17_Chicago_IL -87.827588 41.766744 Chicago_IL_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
298_17_Chicago_IL2 -87.828972 41.763383 2Chicage_IL_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
299_17_Cincinnati_OH -84.470634 39.313769 Cincinnati_OH_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
300_17_Hamilton_OH -84.510005 39.339982 Hamilton_OH_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
301_17_Columbus_OH -81.46414 41.295035 Columbus_OH_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
302_17_Strongsville_OH -81.864334 41.291155 Strongsville_OH tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
303_17_Corpus_Christi_TX -97.462039 27.793219 Corpus_Christi_TX_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
304_17_Dallas_TX -96.69373 32.902913 Dallas_TC_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
305_17_Dan_Dallas_TX -96.917516 32.700874 Dan_Dallas_TX_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
306_17_Denver_CO -104.921484 39.776965 Denver_CO_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
307_17_Detroit_MI -83.402798 42.206796 Detroit_MI_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
308_17_Farmington_NM -108.145664 36.715732 Farmington_NM_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
309_17_Fresno_CA -119.751221 36.718291 Fresno_CA_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
310_17_Gonzales_LA -90.98221 30.180632 Gonzales_LA_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
311_17_St_Gabriel_LA -91.050571 30.218045 St_Gabriel_LA_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
312_17_Geneva_NY -76.98131 42.881927 Geneva_NY_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
313_17_Grand_Rapids_MI -85.675047 42.910437 Grand_Rapids_MI_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
314_17_Jamestown_NC -79.9348 35.992319 Jamestown_NC_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
315_17_Harlingten_TX -97.703623 26.193461 Harlingten_TX_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
316_17_Harrisburg_PA -76.721545 40.192728 Harrisburg_PA_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
317_17_Honolulu_HA -157.911929 21.334475 Honolulu_HA_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
318_17_Brisbane_Houston_TX -95.300607 29.639331 BrisbaneHouston_TX_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
319_17_FM_Houston_TX -95.578465 29.87669 FMHouston_TX_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
320_17_Luthe_Houston_TX -95.371749 29.930158 LutheHouston_TX_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
321_17_Indianapolis_IN -86.036637 39.810285 Indianapolis_IN_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
322_17_Jacksonville_FL -81.742433 30.323567 Jacksonville_FL_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
323_17_Johnstown_NY -74.390655 42.989475 Johnstown_NY tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
324_17_Kansas_City_MO -94.558074 39.117858 Kansas_City_MO_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
325_17_Kent_WA -122.230812 47.411086 Kent_WA_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
326_17_Lafyette_LA -92.028706 30.322196 Lafayette_LA_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
327_17_Little_Rock_AR -92.137986 34.883664 Little_Rock_AR_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
328_17_Los_Angeles_CA -118.132975 33.992352 Los_Angeles_CA_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
329_17_Santa_Fe_CA -118.046265 33.905221 Santa_Fe_CA_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
330_17_Louisville_KY -85.753436 38.153637 Louisville_KY_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
331_17_Memphis_TN -89.902479 35.042032 Memphis_TN_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
332_17_Milwaukee_WI -88.12319 43.000063 Milwaukee_WI_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
333_17_Mobile_AL -88.129728 30.657517 Mobile_AL_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
334_17_Morrisville_PA -122.230812 40.169898 Morrisville_PA_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
335_17_Steel_Morrisville_RA -74.762473 40.177668 SteelMorrisville_PA_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
336_17_Nampa_IA -116.544548 43.600946 Nampa_IA_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
337_17_Nashville_TN -86.407188 35.854465 Nashville_TN_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
338_17_Odessa_TX -102.304095 31.872335 Odessa_TX_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
339_17_Pronto_Odessa_TX -102.294464 31.878791 Pronto_Odessa_TX_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
340_17_Mesquite_TX -96.650246 32.769178 Oilfield_Services tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
341_17_Oil_Oklahoma_City_OK -97.64132 35.436038 Oilfeild_Services_4_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
342_17_Oklahoma_City_OK -97.653218 35.432418 Oklahoma_City_OK_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
343_17_Omaha_NE -95.956457 41.221309 Omaha_NE_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
344_17_Oxnard_CA -119.154801 34.220755 Oxnard_CA_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
345_17_Philedelphia_PA -74.762551 40.177634 Philedelphia_PA_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
346_17_Phoenix_AZ -112.158016 33.447144 Phoenix_AZ_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
347_17_South_Phoenix_Az -112.116309 33.421742 South_Phoenix_Az_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
348_17_Pittsburg_PA -79.960979 40.236336 Pittsburg_PA_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
349_17_Plainfield_IL -88.22156 41.628511 Plainfield_IL_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
350_17_Pocatello_ID -112.498434 42.900383 Pocatello_ID_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
351_17_Portland_OR -122.722693 45.549561 Portland_OR_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
352_17_Providence_RI -71.392229 41.796674 Providence_RI_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
353_17_Redwood_City_CA -122.210206 37.5066 Redwood_City_CA_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
354_17_Richmond_VA -77.38283 37.343211 Richmond_VA_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
355_17_Rock_Springs_WY -109.218233 41.664434 Rock_Springs_WY_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
356_17_Sacramento_CA -121.462749 38.639842 Sacramento_CA_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
357_17_SLC_UT -111.910022 40.75309 SLC_UT_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
358_17_Woods_SLC_UT -111.911349 40.863663 Woods_SLC_UT_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
359_17_San_Antonio_TX -98.409489 29.439667 San_Antonio_TX_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
360_17_San_Diego_CA -117.11376 32.660873 San_Diego_CA_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
361_17_San_Jose_CA -121.915687 37.387742 San_Jose_CA_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
362_17_SantaFe_Springs_CA -118.061407 33.950162 SantaFe_Springs_CA_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
363_17_Spartanburg_SC -81.858667 34.922773 Spartanburg_SC_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
