LocationID_ParentCorpID_LocationName lon lat location df_tx90p df_pdsisc df_coastalflood df_carbonprice df_zindex df_tbd3 notes
364_17_Spokane_WA -117.343248 47.669665 Spokane_WA_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
365_17_Springfield_MO -93.250275 37.207765 Springfield_MO_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
366_17_StLouis_MO -90.347661 38.765541 StLouis_MO_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
367_17_MH_StLouis_MO -90.438916 38.717764 MH_StLouis_MO_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
368_17_StPaul_MN -93.086691 44.965353 StPaul_MN_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
369_17_Tampa_FL -82.394844 27.888134 Tampa_FL_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
370_17_Toledo_OH -83.526133 41.594623 Toledo_OH_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
371_17_South_Toledo_OH -83.63768 41.630477 South_Toledo_OH_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
372_17_Tulsa_OK -95.976771 36.218959 Tulsa_OK_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
373_17_Visalia_GA -119.376272 36.350179 Visalia_GA_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
374_17_Wichita_KS -97.32821 37.720176 Wichita_KS_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
375_17_Mitry_Mory_FR 2.638921 48.982916 Mitry_Mory_FR_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
376_17_Rognac_FR 5.212762 43.502559 Rognac_FR_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
377_17_Genas_FR_ 4.989543 45.712751 Genas_FR__Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
378_17_Pierre_Benite_FR 4.833646 45.702332 Pierre_Benite_FR_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
379_17_Blanquefort_FR -0.606733 44.928575 Blanquefort_FR_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
380_17_Carquefou_FR -1.497273 47.272082 Carquefou_FR_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
381_17_Garenne_FR 2.319617 48.945191 Garenne_FR_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
382_17_Fontenay_FR 2.486696 48.852192 Fontenay_FR_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
383_17_Lieusant_FR 2.54574 48.641928 Lieusant_FR_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
384_17_Tournais_BLG 3.32732 50.620149 Tournais_BLG_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
385_17_North_York_CAN -79.532845 43.740168 North_York_CAN_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
386_17_North_Vancouver_CAN -123.030763 49.30117 North_Vancouver_CAN_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
387_17_Dartmouth_CAN -63.611686 44.709231 Dartmouth_CAN_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
388_17_Salaberry_CAN -74.107068 45.264984 Salaberry_CAN_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
389_17_Saskatoon_CAN -106.680362 52.201562 Saskatoon_CAN_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
390_17_Regina_CAN -104.623193 50.525211 Regina_CAN_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
391_17_Darval_CAN -73.781053 45.475543 Darval_CAN_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
392_17_Winnipeg_CAN -97.204438 49.837705 Winnipeg_CAN_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
393_17_Brandon_CAN -99.964513 49.887959 Brandon_CAN_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
394_17_Calgary_CAN -113.975292 50.983256 Calgary_CAN_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
395_17_Fort_St_John_CAN 120.789638 56.23466 Fort_St_John_CAN_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
396_17_Grande_Prarie_CAN -118.791471 55.203874 Grande_Prarie_CAN_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
397_17_Edmonton_CAN -113.614032 53.569594 Edmonton_CAN_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
398_17_Coaldale_CAN -112.610569 49.731612 Coaldale_CAN_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
399_17_Monterrey_MEX -100.267074 25.692037 Monterrey_MEX_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
400_17_Osasco_BRZ -46.780664 -23.48446 Osasco_BRZ_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
401_17_Glasgow_UK -3.976035 55.942638 Glasgow_UK_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
402_17_Bradford_UK -1.702875 53.799273 Bradford_UK_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
403_17_Pontefract_UK -1.306651 53.593119 Pontefract_UK_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
404_17_Manchester_UK -2.426623 53.427168 Manchester_UK_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
405_17_Wilmslow_UK -2.208034 53.352401 Wilmslow_UK_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
406_17_Burntwood_UK -1.94363 52.6784 Burntwood_UK_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
407_17_Billericay_UK 0.418021 51.629758 Billericay_UK_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
408_17_Wellingborough_UK -0.67872 52.318545 Wellingborough_UK_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
409_17_Marinona_ITA 10.620153 44.869578 Marinona_ITA_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
410_17_Cusago_ITA 9.049596 45.440305 Cusago_ITA_Branch tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
411_18_Bridgeton_MO -90.443381 38.751264 Brindeton_Spectrum_Call_Center tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
412_18_Walker_MI -85.728513 43.02467 Walker_MI_Call_Center tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
413_18_Billings_MT -108.563467 45.762225 Billings_MT_Call_Center tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
414_18_Stamford_CT -73.544153 41.045304 New_Corporate_HQ tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
415_18_Stamford_CT -73.538862 41.050461 Current_Corporate_HQ tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
416_18_Simpsonville_SC -82.278818 34.795317 Simpsonville_SC_Call_Center tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
417_18_Vancouver_WA -122.533006 45.625147 Vancouver_WA_Call_Center tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
418_18_Fond_Du_Lac_WI -88.478969 43.745655 FondDuLac_WI_Call_Center tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
419_18_Rochester_MN -92.507477 44.082794 Rochester_MN_Call_Center tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
420_18_Worcester_MA -71.798407 42.315895 Worcester_MA_Call_Center tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
421_18_Louisville_KY -85.565902 38.263904 Louisville_KY_Call_Center tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
422_18_Greenwood_CO -104.891887 39.599416 Greenwood_CO_Data_Center tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
423_18_Charlotte_NC -80.918488 35.144012 Charlotte_NC_Corporate_Officeand_Data_Center tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
424_18_NYC_NY -74.0078 40.729137 NYC_NY_Data_Center tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
425_19_British_Colombia_Can_1_aggregates -122.900855 49.194619 British_Colombia_Can_1_aggregates tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
426_19_British_Colombia_Can_2_aggregates -122.671174 49.186285 British_Colombia_Can_2_aggregates tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
427_19_British_Colombia_Can_3_office -122.665202 49.1764 British_Colombia_Can_3_office tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
428_19_British_Colombia_Can_4_aggregates -123.091615 49.121272 British_Colombia_Can_4_aggregates tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
429_19_British_Colombia_Can_5_aggregates -122.658393 49.211814 British_Colombia_Can_5_aggregates tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
430_19_British_Columbia_Can_6_aggregates -122.186961 49.073158 British_Columbia_Can_6_aggregates tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
431_19_Lynchburg_VA_asphalt -79.155316 37.373213 Lynchburg_VA_asphalt tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
432_19_Martinsville_VA_readymix -79.903994 36.698417 Martinsville_VA_readymix tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
433_19_Ewing_VA_Asphalt -83.433237 36.637295 Ewing_VA_Asphalt tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
434_19_Ewing_VA_Aggregates -83.568628 36.616866 Ewing_VA_Aggregates tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
435_19_Blue_Ridge_VA_all -79.794039 37.386647 Blue_Ridge_VA_all tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
436_19_MtCroghan_SC_aggregates -80.284099 34.720117 MtCroghan_SC_aggregates tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
437_19_Jefferson_SC_aggregates -80.46294 34.703645 Jefferson_SC_aggregates tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
438_19_Sumter_SC_readymix -80.335538 33.921927 Sumter_SC_readymix tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
439_19_Sumter_SC_readymix_aggregates -80.478736 33.953518 Sumter_SC_readymix_aggregates tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
440_19_West_Columbia_SC_aggregates -81.088687 33.903304 West_Columbia_SC_aggregates tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
441_19_Elberton_GA_Aggregates -82.863251 34.092566 Elberton_GA_Aggregates tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
442_19_Elbert_County_GA_Aggregates -82.97157 34.051667 Elbert_County_GA_Aggregates tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
443_19_Cumming_GA_Aggregates -84.048122 34.285991 Cumming_GA_Aggregates tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
444_19_Memphis_TN_Cement -90.047349 35.167294 Memphis_TN_Cement tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
445_19_Middlesboro_Ky_Asphalt -83.710088 36.618738 Middlesboro_Ky_Asphalt tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
446_19_Jellico_TN_Aggregates -84.078692 36.579206 Jellico_TN_Aggregates tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
447_19_Burnside_KY_Asphalt -84.577826 36.95599 Burnside_KY_Asphalt tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
448_19_Somerset_KY_Aggregates -84.580054 37.105415 Somerset_KY_Aggregates tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
449_19_Bethelridge_KY_Aggregates -84.770226 37.247427 Bethelridge_KY_Aggregates tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
450_19_Tompkinsville_KY_Aggregates -85.709393 36.705573 Tompkinsville_KY_Aggregates tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
451_19_Glasglow_KY_Aggregates -85.775077 37.021013 Glasglow_KY_Aggregates tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
452_19_Cave_City_KY_Aggregates -85.938246 37.067765 Cave_City_KY_Aggregates tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
453_19_Horsecave_KY_Aggregates -85.877517 37.180564 Horsecave_KY_Aggregates tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
454_19_Magnolia_KY_Aggregates -85.724058 37.411492 Magnolia_KY_Aggregates tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
455_19_Crestwood_KY_Aggregates -85.505079 38.354982 Crestwood_KY_Aggregates tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
456_19_Carrollton_KY_Asphalt -85.122072 38.645105 Carrollton_KY_Asphalt tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
457_19_Carrollton_KY_Asphalt_2 -85.144119 38.676099 Carrollton_KY_Asphalt_2 tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
458_19_Georgetown_KY_Aggregates -84.542757 38.209281 Georgetown_KY_Aggregates tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
459_19_Morehead_KY_Asphalt -83.420011 38.14434 Morehead_KY_Asphalt tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
460_19_West_Liberty_KY_Asphalt -83.368278 38.022859 West_Liberty_KY_Asphalt tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
461_19_Stanton_KY_Aggregates -83.767906 37.825515 Stanton_KY_Aggregates tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
462_19_Stanton_KY_Aggregates -83.77464 37.811349 Stanton_KY_Aggregates tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
463_19_Ravenna_KY_Aggregates -83.896652 37.704645 Ravenna_KY_Aggregates tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
464_19_Ravenna_KY_Asphalt -83.90977 37.70451 Ravenna_KY_Asphalt tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
465_19_Somerset_KY_Asphalt -84.568927 37.11046 Somerset_KY_Asphalt tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
466_19_New_Orleans_LA_Cement -90.028008 29.978595 New_Orleans_LA_Cement tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
467_19_Convent_LA_Cement -90.907844 30.104488 Convent_LA_Cement tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
468_19_LaCrosse_WI_Cement -91.259461 43.835537 LaCrosse_WI_Cement tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
469_19_St_Paul_MN_Cement -93.020062 44.899475 St_Paul_MN_Cement tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
470_19_Minneapolis_MN_Cement -93.275785 45.00524 Minneapolis_MN_Cement tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
471_19_Buffalo_IA_Cement -90.679702 41.4641 Buffalo_IA_Cement tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
472_19_West_Des_Moines_IA_Cement -93.719479 41.566071 West_Des_Moines_IA_Cement tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
473_19_Perry_KS_Office -95.388716 39.079536 Perry_KS_Office tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
474_19_Topeka_KS_Aggregates -95.779276 39.078751 Topeka_KS_Aggregates tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
475_19_Chapman_KS_Aggregates -97.053785 38.89869 Chapman_KS_Aggregates tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
476_19_Wichita_KS_All -97.314459 37.63412 Wichita_KS_All tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
477_19_North_Marked_Tree_AR_ReadyMix -90.430059 35.518499 North_Marked_Tree_AR_ReadyMix tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
478_19_Hugo_OK_ReadyMix -95.469876 33.998036 Hugo_OK_ReadyMix tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
479_19_Texarkana_AR_Asphalt -94.01029 33.417928 Texarkana_AR_Asphalt tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
480_19_Richmond_TX_Aggregates_ReadMix -95.696578 29.525881 Richmond_TX_Aggregates_ReadMix tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
481_19_Florence_TX_Aggregates_Asphalt -97.836814 30.671582 Florence_TX_Aggregates_Asphalt tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
482_19_Silverthorne_CO_Aggregates_Asphalt -106.102207 39.685132 Silverthorne_CO_Aggregates_Asphalt tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
483_19_Tooele_UT_Aggregates -112.286825 40.634808 Tooele_UT_Aggregates tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
484_19_Fairplay_CO_Aggregates -105.393344 39.465412 Fairplay_CO_Aggregates tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
485_20_San_Francisco_CA -122.392843 37.790631 Corporate_HQ tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
486_20_Phoenix_AZ -112.030222 33.528506 Phoenix_AZ_Office tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
487_20_Denver_CO -104.874533 39.534781 Denver_CO_Office tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
488_20_Austin_TX -97.712771 30.399235 Austin_TX_Office tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
489_20_Dallas_TX -97.230186 32.978832 Dallas_TX_Office tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
490_20_Orlando_FL -81.399944 28.63878 Orlando_FL_Operations_Center tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
491_20_Richfield_OH -81.634082 41.222894 Richfield_OH_Office tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
492_20_El_Paso_TX -106.577257 31.90434 El_Paso_TX_Operations_Center tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
493_21_Woodcliff_Lake_NJ -74.074359 41.043941 Eagle_Pharmaceuticals tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
494_21_Mission_Viejo_CA -117.676921 33.620992 Eagle_Pharmaceuticals_Research tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
495_21_Cambridge_MA -71.090113 42.367534 Eagle_Biologics_Leased tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
496_21_Waltham_MA -71.274032 42.407769 Eagle_Biologics tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
497_22_Carbondale_PA_Treatment -75.470672 41.575253 Carbondale_PA_Treatment tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
498_22_Urbana_IL_Treatment -88.228195 40.132365 Urbana_IL_Treatment tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
499_22_Shrewsbery_NJ_Treatment -74.113777 40.31794 Shrewsbery_NJ_Treatment tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
500_22_Elwood_PA_Facility -80.255816 40.858517 Elwood_PA_Facility tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
501_22_Joplin_Mo_Warehouse -94.4688 37.065295 Joplin_Mo_Warehouse tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
502_22_Chesterfield_MO_Treatment -90.523774 38.68608 Chesterfield_MO_Treatment tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
503_22_New_Castle_PA_Facility -80.303377 40.96256 New_Castle_PA_Facility tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
504_22_Yardley_PA_Office -74.845822 40.224129 Yardley_PA_Office tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
505_22_Peroria_PA_Facility -89.551 40.72609 Peroria_PA_Facility tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
506_22_StLouis_IL_Treatement -90.168519 38.642719 StLouis_IL_Treatement tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
507_22_Belleville_IL_Lab -89.984581 38.500692 Belleville_IL_Lab tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
508_22_Charleston_WV_Facility -81.621145 38.360273 Charleston_WV_Facility tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
509_22_Huntington_WV_Facility -82.41726 38.431348 Huntington_WV_Facility tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
510_22_Spring_City_PA -75.57211 40.193065 Spring_City_PA tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
511_22_McMurray_PA_Office -80.136587 40.2587 McMurray_PA_Office tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
512_22_Hewlett-NY_Facility -73.709932 40.64857 Hewlett-NY_Facility tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
513_22_Scranton_PA_Office -75.677003 41.373988 Scranton_PA_Office tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
514_22_Scranton_Sewer -75.692478 41.388388 Scranton_Sewer tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
515_22_Honolulu_HA_Treatment -157.672232 21.288193 Honolulu_HA_Treatment tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
516_22_Arcadia_CA_Pumping -118.042518 34.104993 Arcadia_CA_Pumping tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
517_22_Carmel_CA_Well1 -121.88205 36.538826 Carmel_CA_Well1 tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
518_22_Carmel_CA_Pumping -121.833961 36.5274 Carmel_CA_Pumping tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
519_22_Carmel_CA_IronRemoval -121.815585 36.523816 Carmel_CA_IronRemoval tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
520_22_Carmel_CA_Well2 -121.795604 36.543137 Carmel_CA_Well2 tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
521_22_Chualar_CA_facility -121.5141 36.569728 Chualar_CA_facility tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
522_22_El_Monte_CA_Pumping -118.052391 34.089944 El_Monte_CA_Pumping tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
523_22_Imperial_Beach_CA_Office -117.111494 32.583541 Imperial_Beach_CA_Office tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
524_22_Citrus_Heights_Well -121.317171 38.709422 Citrus_Heights_Well tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
525_22_Los_Angeles_CA_Facility -118.354835 33.998105 Los_Angeles_CA_Facility tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
526_22_Los_Angeles_CA_Pumping1 -118.321972 34.000215 Los_Angeles_CA_Pumping1 tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
527_22_Los_Angeles_CA_Pumping2 -118.318489 33.996547 Los_Angeles_CA_Pumping2 tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
528_22_Monterey_CA_Facility -118.334957 34.006306 Monterey_CA_Facility tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
529_22_Monterey_CA_Storage -121.917364 36.605174 Monterey_CA_Storage tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
530_22_Newbury_Park_CA_Office -118.928769 34.186833 Newbury_Park_CA_Office tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
531_22_Pasadena_CA_Pumping -118.098875 34.143187 Pasadena_CA_Pumping tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
532_22_Sacramento_CA_Treatment1 -121.358375 38.536692 Sacramento_CA_Treatment1 tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
533_22_Rosemead_CA_Facility -118.080358 34.092439 Rosemead_CA_Facility tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
534_22_Sacramento_CA_Treatment2 -121.380927 38.454739 Sacramento_CA_Treatment2 tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
535_22_Salinas_CA_Facility -121.72418 36.575085 Salinas_CA_Facility tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
536_22_Salinas_CA_Well -121.754657 36.560483 Salinas_CA_Well tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
537_22_Salinas_CA_Resevior -121.656013 36.612678 Salinas_CA_Resevior tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
538_22_San_Marnio_CA_Pumping -118.099377 34.121194 San_Marnio_CA_Pumping tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
539_22_Seaside_CA_Facility -121.85472 36.611414 Seaside_CA_Facility tx90p-1 pdsisc-3 coastalflood-1 carbonprice-1 zindex-3 - -
