"Join_Count,N,9,0","TARGET_FID,N,9,0","CLSFID,N,9,0","ADMINID,N,19,5","COUNTRYID,N,19,5","LATI,N,19,5","LENGTH,N,19,5","LONGI,N,19,5","rp00005,N,19,15","rp00010,N,19,15","rp00002,N,19,15","rp00500,N,19,15","rp00100,N,19,15","Station,C,80","rp00050,N,19,15","rp00250,N,19,15","Nr,N,10,0","rp01000,N,19,15","rp00025,N,19,15"
1,7291,10616,1444,146,12.84,20.365,123.847,1.3423739984,1.3818627531,1.282731151,1.5904151354,1.5055122471,diva_id__10769,1.4687712272,1.5538878059,11237,1.626916055,1.4317568993
1,7292,10617,1444,146,12.648,24.196,123.882,1.2742318353,1.3124184629,1.2165556887,1.5140939075,1.4319906606,diva_id__10770,1.3964611622,1.4787710532,11238,1.5493912228,1.3606673681
1,7293,10618,1444,146,12.537,25.641,124.062,1.1145378354,1.1333257363,1.0861610503,1.2325504781,1.1921555084,diva_id__10772,1.1746749207,1.2151715597,11240,1.2499168313,1.1570642989
1,7294,10619,1444,146,12.646,4.922,124.129,1.1145378354,1.1333257363,1.0861610503,1.2325504781,1.1921555084,diva_id__10772,1.1746749207,1.2151715597,11240,1.2499168313,1.1570642989
1,7295,10620,1444,146,12.75,18.724,124.15,1.010716289,1.0321294673,0.9783743492,1.1452191148,1.0991796613,diva_id__2033,1.0792564701,1.1254117994,2504,1.1650121093,1.0591850749
1,7296,10621,1444,146,12.979,36.507,124.166,1.0530148768,1.072325277,1.0238489216,1.1743095001,1.1327911295,diva_id__10773,1.1148243994,1.1564472667,11241,1.1921588188,1.0967240189
1,7297,10622,1444,146,13.016,14.452,124.094,1.0662908333,1.0857630326,1.0368805005,1.1886017672,1.14673552,diva_id__10775,1.1286182492,1.1705898687,11243,1.2066006428,1.1103662081
1,7298,10623,1444,146,13.041,0.40799,124.04,1.0662908333,1.0857630326,1.0368805005,1.1886017672,1.14673552,diva_id__10775,1.1286182492,1.1705898687,11243,1.2066006428,1.1103662081
1,7299,10624,1444,146,13.1,17.468,123.988,1.0664618064,1.0860027581,1.0369476317,1.1892045953,1.1471905269,diva_id__10776,1.1290092877,1.1711291004,11244,1.2072670213,1.1106928024
1,7300,10625,1444,146,13.13,12.398,123.867,1.0682426693,1.087259072,1.0395207607,1.1876906028,1.1468043423,diva_id__10778,1.1291111525,1.1701003189,11246,1.2052681686,1.1112863472
1,7301,10626,1444,146,13.081,0.855,123.836,1.0682426693,1.087259072,1.0395207607,1.1876906028,1.1468043423,diva_id__10778,1.1291111525,1.1701003189,11246,1.2052681686,1.1112863472
1,7302,10627,1444,146,13.059,5.923,123.814,1.0682426693,1.087259072,1.0395207607,1.1876906028,1.1468043423,diva_id__10778,1.1291111525,1.1701003189,11246,1.2052681686,1.1112863472
1,7303,10628,1444,146,13.12,20.14,123.758,1.0679762171,1.0867980739,1.0395481457,1.1862021478,1.145734171,diva_id__10780,1.12822199,1.1687918199,11248,1.2035998878,1.11057954
1,7304,10629,1444,146,13.226,21.1,123.85,1.0907133517,1.1110168634,1.0600474251,1.2182460169,1.1745924046,diva_id__10781,1.1557016664,1.1994651496,11249,1.2370133054,1.1366704043
1,7305,10774,1444,146,13.13,147.424,122.963,1.3825679755,1.4200341211,1.3259800273,1.6179044762,1.5373503034,diva_id__10911,1.5024911539,1.583248072,11379,1.6525358233,1.4673726953
1,7306,10874,1444,146,12.379,11.158,123.753,1.2758146909,1.3142339194,1.2177872296,1.5171378015,1.4345344505,diva_id__11001,1.3987885363,1.48159979,11469,1.5526501184,1.3627767164
1,7307,10875,1444,146,12.453,10.267,123.692,1.338833441,1.3759309958,1.2828022032,1.5718547087,1.4920930252,diva_id__11002,1.457576819,1.5375392531,11470,1.6061453537,1.4228038546
1,7308,10876,1444,146,12.665,47.699,123.606,1.337189179,1.373784498,1.2819165058,1.567055748,1.4883738976,diva_id__11003,1.4543249802,1.5332048634,11471,1.6008821579,1.4200227807
1,7309,10877,1444,146,12.499,9.386,123.763,1.2441406987,1.2831583063,1.1852094604,1.4892224141,1.4053325169,diva_id__11004,1.3690298604,1.4531308985,11472,1.525287835,1.3324571568
1,7310,10878,1444,146,12.399,13.712,123.79,1.2758146909,1.3142339194,1.2177872296,1.5171378015,1.4345344505,diva_id__11001,1.3987885363,1.48159979,11469,1.5526501184,1.3627767164
1,7311,10886,1444,146,14.056,151.60699,124.129,1.1451001166,1.1729862195,1.10298163,1.3202613931,1.260304813,diva_id__11012,1.2343591009,1.2944665845,11480,1.3460375517,1.2082203845
1,7312,10887,1444,146,13.555,21.333,124.317,1.0825212053,1.1039820491,1.0501072727,1.2173234328,1.1711814961,diva_id__11014,1.1512139561,1.1974720266,11482,1.2371604862,1.1310978821
1,7313,10888,1444,146,13.561,10.494,124.213,1.0825212053,1.1039820491,1.0501072727,1.2173234328,1.1711814961,diva_id__11014,1.1512139561,1.1974720266,11482,1.2371604862,1.1310978821
1,7314,10911,1444,146,11.754,10.547,124.037,1.3291448844,1.3694873816,1.2682125653,1.5825486432,1.495810164,diva_id__11035,1.4582748073,1.5452315969,11503,1.6198387087,1.4204602337
1,7315,10912,1444,146,11.796,1.274,124.004,1.3291448844,1.3694873816,1.2682125653,1.5825486432,1.495810164,diva_id__11035,1.4582748073,1.5452315969,11503,1.6198387087,1.4204602337
1,7316,10913,1444,146,11.819,6.163,123.98,1.3291448844,1.3694873816,1.2682125653,1.5825486432,1.495810164,diva_id__11035,1.4582748073,1.5452315969,11503,1.6198387087,1.4204602337
1,7317,10914,1444,146,11.934,247.483,123.145,1.5200167271,1.5574272224,1.4635128318,1.7550036712,1.6745691493,diva_id__11037,1.6397617779,1.7203987438,11505,1.7895835786,1.6046954824
1,7318,10915,1444,146,12.383,11.828,123.626,1.3093348219,1.3470169161,1.2524207103,1.5460277628,1.4650092892,diva_id__11038,1.4299492175,1.5111716049,11506,1.5808587192,1.3946283419
1,7319,10916,1444,146,12.11,86.346,123.961,1.1615636876,1.2028439557,1.0992149822,1.4208578769,1.3321031411,diva_id__11039,1.2936952662,1.382673387,11507,1.4590147588,1.2550016839
1,7320,10917,1444,146,11.73,4.48,124.079,1.2888982707,1.3285361746,1.2290301518,1.5378762607,1.4526526937,diva_id__11040,1.4157729027,1.5012109673,11508,1.5745150446,1.3786187714
1,7321,11118,1583,146,11.486,11.093,124.445,1.3088590645,1.3484022215,1.2491340491,1.5572419196,1.4722220635,diva_id__11222,1.4354304266,1.5206642676,11690,1.5937931254,1.3983651053
1,7322,11119,1583,146,11.554,7.229,124.4,1.3088590645,1.3484022215,1.2491340491,1.5572419196,1.4722220635,diva_id__11222,1.4354304266,1.5206642676,11690,1.5937931254,1.3983651053
1,7323,11120,1583,146,11.604,5.187,124.375,1.3102966857,1.3498115725,1.2506143689,1.5585019667,1.473542893,diva_id__2123,1.4367775593,1.5219504649,2594,1.5950270413,1.3997387368
1,7324,11121,1583,146,11.697,25.486,124.39,1.2905945093,1.33202442,1.2280197874,1.5508286503,1.4617521751,diva_id__11223,1.42320507,1.5125057401,11691,1.5891238524,1.384371222
1,7325,11122,1583,146,11.626,21.648,124.564,1.1257385354,1.1556630955,1.080541213,1.3137039949,1.2493646252,diva_id__11225,1.2215222972,1.2860236014,11693,1.341364375,1.1934728566
1,7326,11123,1583,146,11.472,18.711,124.584,1.1257385354,1.1556630955,1.080541213,1.3137039949,1.2493646252,diva_id__11225,1.2215222972,1.2860236014,11693,1.341364375,1.1934728566
1,7327,11124,1583,146,11.462,1.339,124.494,1.1436879332,1.1736681712,1.0984065165,1.3320031224,1.2675440425,diva_id__11226,1.2396499109,1.3042712266,11694,1.3597149676,1.2115482813
1,7328,11137,1583,146,11.333,7.562,124.559,1.1318657721,1.1606709362,1.0883591581,1.3127999574,1.2508673478,diva_id__11238,1.2240665252,1.2861550118,11706,1.3394256383,1.1970663375
1,7329,11138,1583,146,11.304,25.671,124.696,1.1318657721,1.1606709362,1.0883591581,1.3127999574,1.2508673478,diva_id__11238,1.2240665252,1.2861550118,11706,1.3394256383,1.1970663375
1,7330,11139,1583,146,11.422,26.103,124.887,1.139544029,1.1677862638,1.0968876496,1.3169422804,1.2562199982,diva_id__11240,1.2299429348,1.2908180477,11708,1.3430476249,1.2034704024
1,7331,11140,1583,146,11.333,9.293,124.978,0.7238662618,0.7461033791,0.6902798648,0.8635445041,0.8157335388,diva_id__2127,0.7950437406,0.8429750404,2598,0.8840990959,0.7742000357
1,7332,11141,1583,146,11.25,9.455,124.981,0.7238662618,0.7461033791,0.6902798648,0.8635445041,0.8157335388,diva_id__2127,0.7950437406,0.8429750404,2598,0.8840990959,0.7742000357
1,7333,11148,1583,146,10.261,35.887,125.066,1.0227944942,1.0554679421,0.9734453192,1.2280265719,1.1577769497,diva_id__11248,1.127377009,1.1978034411,11716,1.2582278509,1.0967509302
1,7334,11149,1583,146,10.355,4.833,124.98,1.0234343416,1.0562080019,0.9739338081,1.2292958846,1.1588308005,diva_id__11249,1.1283376204,1.1989800568,11717,1.2595897937,1.0976176086
1,7335,11150,1583,146,10.176,35.565,125.004,1.0234343416,1.0562080019,0.9739338081,1.2292958846,1.1588308005,diva_id__11249,1.1283376204,1.1989800568,11717,1.2595897937,1.0976176086
1,7336,11151,1583,146,11.439,22.59,124.486,1.1595844175,1.1919352823,1.1107224639,1.3627902507,1.293234199,diva_id__11221,1.2631343952,1.3328655112,11689,1.3926933542,1.2328106858
1,7337,11152,1583,146,11.511,4.181,124.39,1.1595079714,1.1907476336,1.1123243511,1.3557339958,1.2885670879,diva_id__11251,1.2595011661,1.3268371252,11719,1.3846099736,1.2302190297
1,7338,11153,1583,146,11.565,16.774,124.315,1.1595079714,1.1907476336,1.1123243511,1.3557339958,1.2885670879,diva_id__11251,1.2595011661,1.3268371252,11719,1.3846099736,1.2302190297
1,7339,11154,1583,146,11.156,82.179,124.404,1.3777546304,1.4110905636,1.327404854,1.5871479835,1.5154739835,diva_id__11253,1.4844576551,1.55631205,11721,1.6179616221,1.4532106034
1,7340,11155,1583,146,10.936,15.255,124.553,1.3744638057,1.4053207912,1.327858171,1.5682861186,1.5019419856,diva_id__11254,1.473232113,1.5397432262,11722,1.596808374,1.4443086742
1,7341,11156,1583,146,10.997,14.514,124.616,1.3583254773,1.3924824091,1.3067356845,1.5728757784,1.4994365882,diva_id__11255,1.4676563884,1.5412804163,11723,1.6044482966,1.435639783
1,7342,11157,1583,146,10.673,71.158,124.804,1.3870812468,1.4181815427,1.3401081218,1.5824318685,1.5155646052,diva_id__11256,1.4866283523,1.5536639124,11724,1.6111790249,1.4574768492
1,7343,11158,1583,146,10.17,54.227,124.799,1.1648739341,1.2002776468,1.1114010339,1.3872556534,1.311135819,diva_id__11258,1.2781955927,1.3545070116,11726,1.4199806173,1.2450103317
1,7344,11159,1583,146,10.031,1.329,125.006,1.1648739341,1.2002776468,1.1114010339,1.3872556534,1.311135819,diva_id__11258,1.2781955927,1.3545070116,11726,1.4199806173,1.2450103317
1,7345,11166,1583,146,11.533,3.821,124.811,1.1155679231,1.1473633162,1.0675449405,1.3152846657,1.2469229073,diva_id__11264,1.217339924,1.2858737408,11732,1.3446743261,1.1875368797
1,7346,11167,1583,146,11.719,48.652,124.733,1.1155679231,1.1473633162,1.0675449405,1.3152846657,1.2469229073,diva_id__11264,1.217339924,1.2858737408,11732,1.3446743261,1.1875368797
1,7347,11168,1583,146,11.534,2.301,124.835,1.1155679231,1.1473633162,1.0675449405,1.3152846657,1.2469229073,diva_id__11264,1.217339924,1.2858737408,11732,1.3446743261,1.1875368797
1,7348,11196,1583,146,11.113,106.133,125.369,0.7039854401,0.7254271948,0.6716003391,0.8386677636,0.7925668692,diva_id__11291,0.7726170899,0.8188340148,11759,0.8584871723,0.7525189088
1,7349,11197,1583,146,11.364,2.539,124.998,0.7238662618,0.7461033791,0.6902798648,0.8635445041,0.8157335388,diva_id__2127,0.7950437406,0.8429750404,2598,0.8840990959,0.7742000357
1,7350,11198,1583,146,11.466,33.249,124.902,1.1179834377,1.1493185645,1.0706556301,1.3148091046,1.2474369429,diva_id__11293,1.2182821993,1.2858239287,11761,1.3437733238,1.1889105803
1,7351,11199,1583,146,11.547,1.725,124.869,1.1155679231,1.1473633162,1.0675449405,1.3152846657,1.2469229073,diva_id__11264,1.217339924,1.2858737408,11732,1.3446743261,1.1875368797
1,7352,11200,1583,146,11.656,42.262,125.01,1.1155679231,1.1473633162,1.0675449405,1.3152846657,1.2469229073,diva_id__11264,1.217339924,1.2858737408,11732,1.3446743261,1.1875368797
1,7353,11201,1583,146,11.801,15.546,124.89,1.2228771734,1.2651913937,1.158966812,1.4886659378,1.3976881507,diva_id__226,1.3583182687,1.4495250361,697,1.52777854,1.3186555233
1,7354,11202,1583,146,12.091,98.09,124.494,1.2461037137,1.2883790837,1.1822520307,1.5116484475,1.4207541905,diva_id__11296,1.3814204555,1.4725434825,11764,1.5507251391,1.3417941258
1,7355,11203,1583,146,12.525,15.454,124.265,0.6677732201,0.6865188049,0.6394603481,0.7855200627,0.7452160746,diva_id__11297,0.7277748585,0.7681802868,11765,0.8028473016,0.7102039011
1,7356,11204,1583,146,12.164,350.70001,125.489,1.0580917462,1.0756998516,1.0314968951,1.1686937273,1.1308353795,diva_id__11298,1.1144524938,1.1524061266,11766,1.1849695519,1.0979477396
1,7357,11142,1583,146,11.196,6.664,125.029,0.7238662618,0.7461033791,0.6902798648,0.8635445041,0.8157335388,diva_id__2127,0.7950437406,0.8429750404,2598,0.8840990959,0.7742000357
1,7358,11143,1583,146,10.997,37.742,125.041,0.7215154565,0.7443590908,0.6870129911,0.8650034206,0.815888412,diva_id__11242,0.7946342999,0.8438729251,11710,0.8861186385,0.7732220832
1,7359,11144,1583,146,10.792,9.309,125.01,0.6746474641,0.6976691262,0.6398761099,0.8192536762,0.7697558985,diva_id__11244,0.7483361462,0.7979585039,11712,0.8405334518,0.7267570572
1,7360,11145,1583,146,10.71,15.106,125.065,0.6734153764,0.6961444143,0.6390859946,0.816183525,0.7673149046,diva_id__11245,0.7461674149,0.7951590318,11713,0.8371928172,0.7248626139
1,7361,11146,1583,146,10.447,54.203,125.186,0.5638976131,0.5805431401,0.538756617,0.66845334,0.6326645861,diva_id__11246,0.6171773001,0.6530561299,11714,0.6838394176,0.6015748076
1,7362,11147,1583,146,10.229,8.778,125.205,0.8913195741,0.9215661961,0.8456358173,1.0813080044,1.0162761848,diva_id__11247,0.9881342049,1.0533297018,11715,1.1092660783,0.9597828832
1,7363,11190,1583,146,9.963,10.722,125.219,1.1620836553,1.1981754498,1.1075714933,1.3887874299,1.3111881838,diva_id__2137,1.2776077543,1.3554023085,2608,1.4221484133,1.2437775278
1,7364,11191,1583,146,10.129,57.732,125.203,0.944898346,0.9763923223,0.8973306159,1.142721796,1.0750080995,diva_id__11286,1.0457055596,1.1135896833,11754,1.1718328456,1.0161850448
1,7365,11208,1583,146,10.817,50.091,125.71,0.9262044974,0.9456335126,0.8968593888,1.0482441786,1.0064707795,diva_id__11302,0.9883936879,1.0302722257,11770,1.0662031376,0.9701821249
1,7366,11189,1583,146,9.915,3.928,125.264,1.1620836553,1.1981754498,1.1075714933,1.3887874299,1.3111881838,diva_id__2137,1.2776077543,1.3554023085,2608,1.4221484133,1.2437775278
1,7367,10680,1595,146,15.054,145.32899,121.961,1.0958016369,1.1241363121,1.0530056377,1.2737805354,1.2128595014,diva_id__2045,1.1864964298,1.2475707947,2516,1.299971326,1.1599372494
1,7368,10565,1595,146,14.321,10.142,120.757,0.9651420958,1.0066212699,0.9024929676,1.2256856758,1.1365032816,diva_id__2025,1.097910341,1.1873171966,2496,1.2640264139,1.0590303164
1,7369,10569,1595,146,14.294,0.981,120.715,0.9651420958,1.0066212699,0.9024929676,1.2256856758,1.1365032816,diva_id__2025,1.097910341,1.1873171966,2496,1.2640264139,1.0590303164
1,7370,10570,1595,146,14.291,0.432,120.71,0.9651420958,1.0066212699,0.9024929676,1.2256856758,1.1365032816,diva_id__2025,1.097910341,1.1873171966,2496,1.2640264139,1.0590303164
1,7371,10571,1595,146,13.806,129.46899,120.629,0.9850980322,1.0241635989,0.9260943575,1.2304809939,1.146487982,diva_id__10728,1.1101407035,1.1943451158,11196,1.2665907452,1.0735230459
1,7372,10572,1595,146,13.78,9.94,121.001,1.0031918311,1.0424587771,0.943883998,1.2498397189,1.1654137309,diva_id__10729,1.1288790856,1.2135175638,11197,1.2861356126,1.0920726675
1,7373,10573,1595,146,13.66,24.683,121.062,1.0651496899,1.1041951569,1.0061763733,1.3104063992,1.2264566026,diva_id__10730,1.1901280253,1.2742891134,11198,1.3464975716,1.1535292079
1,7374,10574,1595,146,13.628,13.969,121.227,1.2499256624,1.2896657604,1.1899031923,1.4995455646,1.4141022751,diva_id__10731,1.3771274011,1.4627857411,11199,1.5362788101,1.3398774795
1,7375,10575,1595,146,13.658,25.242,121.373,1.2972920259,1.3367515773,1.2376932864,1.545149728,1.4603096283,diva_id__10732,1.4235957797,1.5086494117,11200,1.581623654,1.3866088251
1,7376,10576,1595,146,13.795,10.498,121.446,1.3158309551,1.3552706068,1.2562622717,1.5635636607,1.4787663465,diva_id__10733,1.4420710129,1.5270817518,11201,1.6000191926,1.4051027112
1,7377,10577,1595,146,13.864,14.047,121.528,1.3184096693,1.3581994365,1.2583121798,1.5683415599,1.4827914788,diva_id__10735,1.4457703916,1.531535792,11203,1.6051207167,1.408473913
1,7378,10578,1595,146,13.917,10.558,121.625,1.3184096693,1.3581994365,1.2583121798,1.5683415599,1.4827914788,diva_id__10735,1.4457703916,1.531535792,11203,1.6051207167,1.408473913
1,7379,10579,1595,146,13.956,7.326,121.696,1.3193621554,1.3591218694,1.2593100575,1.5691052726,1.4836198074,diva_id__10736,1.4466266822,1.532327304,11204,1.60585665,1.4093583736
1,7380,10580,1595,146,13.937,21.587,121.818,1.3297269539,1.3712957426,1.2669424742,1.5908334305,1.5014583604,diva_id__2027,1.4627820409,1.5523820574,2498,1.6292570026,1.4238180172
1,7381,10581,1595,146,13.831,19.273,121.951,1.3297269539,1.3712957426,1.2669424742,1.5908334305,1.5014583604,diva_id__2027,1.4627820409,1.5523820574,2498,1.6292570026,1.4238180172
1,7382,10582,1595,146,13.778,6.567,122.055,1.3382847979,1.3809645063,1.2738224121,1.6063693068,1.5146057011,diva_id__10738,1.4748957626,1.5668903264,11206,1.6458197433,1.4348904311
1,7383,10583,1595,146,13.708,21.322,122.15,1.3610562032,1.4020520061,1.2991371471,1.6185635783,1.5304204576,diva_id__10739,1.4922772539,1.5806422204,11207,1.6564575185,1.4538503118
1,7384,10584,1595,146,13.602,17.363,122.26,1.3864352463,1.4241703079,1.3294411341,1.6234608918,1.5423285355,diva_id__10740,1.507219182,1.5885557387,11208,1.6583408078,1.4718486581
1,7385,10587,1595,146,14.714,21.362,121.683,1.1938080763,1.2207571407,1.1531048699,1.3630835225,1.3051416244,diva_id__10743,1.2800677491,1.33815548,11211,1.3879935416,1.254807355
1,7386,10588,1595,146,14.355,77.251,121.705,1.360007159,1.3903125413,1.3142346522,1.550364681,1.4852065237,diva_id__10744,1.4570098722,1.5223320247,11212,1.5783770691,1.4286034722
1,7387,10589,1595,146,13.959,46.551,122.008,1.4828725019,1.5163434078,1.4323188659,1.6931136611,1.6211494625,diva_id__10745,1.5900075531,1.6621528769,11213,1.72405206,1.5586339862
1,7388,10640,1595,146,13.864,68.415,120.1,0.9531040122,0.9921028623,0.8942011048,1.1980679058,1.1142183382,lubang,1.0779331341,1.161993741,217,1.2341159884,1.0413780126
1,7389,10645,1595,146,13.484,38.741,120.991,1.1328062782,1.1724786581,1.0728860876,1.3820008227,1.2967031304,diva_id__10795,1.2597912624,1.3453036387,11263,1.418671474,1.2226048154
1,7390,10646,1595,146,13.409,20.865,121.215,1.2913508227,1.3309018371,1.2316139399,1.5397830319,1.4547462822,diva_id__10796,1.4179473348,1.5031981119,11264,1.5763415004,1.3808746485
1,7391,10647,1595,146,13.322,10.836,121.328,1.3135649137,1.3520218647,1.2554804773,1.5551249711,1.4724405148,diva_id__10797,1.4366595028,1.519552066,11265,1.5906721563,1.4006123242
1,7392,10648,1595,146,13.523,101.925,120.406,0.9683616257,1.0074911435,0.9092613609,1.214146284,1.1300157739,diva_id__10798,1.0936089942,1.1779512507,11266,1.2503151476,1.0569313929
1,7393,10649,1595,146,12.976,83.536,121.489,1.3747760737,1.4129958969,1.3170497894,1.6148466577,1.5326720386,diva_id__10799,1.4971116545,1.5794930973,11267,1.650174657,1.4612867448
1,7394,10650,1595,146,12.58,11.927,121.537,1.3618783871,1.4004095874,1.3036818063,1.6039048278,1.5210607315,diva_id__2039,1.4852106366,1.5682632417,2510,1.6395206445,1.4490938612
1,7395,10651,1595,146,12.523,6.485,121.477,1.3618783871,1.4004095874,1.3036818063,1.6039048278,1.5210607315,diva_id__2039,1.4852106366,1.5682632417,2510,1.6395206445,1.4490938612
1,7396,10652,1595,146,13.133,42.875,120.69,0.9617343973,1.0003933456,0.9033448691,1.2045632626,1.1214445015,diva_id__10801,1.0854755478,1.1688035089,11269,1.2402971615,1.0492390293
1,7397,10653,1595,146,12.705,68.575,120.864,1.086999451,1.1264638343,1.0273934134,1.334887504,1.2500370154,diva_id__10805,1.213318671,1.2983827182,11273,1.3713658963,1.1763271873
1,7398,10654,1595,146,12.386,29.929,121.418,1.3561354862,1.3939939049,1.2989550583,1.5939359764,1.5125383958,diva_id__10803,1.4773142686,1.5589167172,11271,1.6289299161,1.4418281173
1,7399,10655,1595,146,12.286,16.461,121.295,1.3561354862,1.3939939049,1.2989550583,1.5939359764,1.5125383958,diva_id__10803,1.4773142686,1.5589167172,11271,1.6289299161,1.4418281173
1,7400,10656,1595,146,12.42,4.398,120.986,1.086999451,1.1264638343,1.0273934134,1.334887504,1.2500370154,diva_id__10805,1.213318671,1.2983827182,11273,1.3713658963,1.1763271873
1,7401,10657,1595,146,12.37,11.886,121.039,1.0865516539,1.1260340182,1.0269184583,1.334552651,1.2496635024,diva_id__10806,1.2129284282,1.2980312327,11274,1.3710476638,1.1759200902
1,7402,10658,1595,146,12.332,0.337,121.079,1.0869405339,1.1256713299,1.0284424888,1.3302206969,1.2469474595,diva_id__10807,1.2109116574,1.2943944836,11275,1.3660210072,1.1746077934
1,7403,10659,1595,146,12.331,9.775,121.115,1.0869405339,1.1256713299,1.0284424888,1.3302206969,1.2469474595,diva_id__10807,1.2109116574,1.2943944836,11275,1.3660210072,1.1746077934
1,7404,10660,1595,146,12.242,17.062,121.145,1.2292527362,1.267035689,1.1721862902,1.4665792013,1.3853438765,diva_id__10809,1.3501899641,1.4316297486,11277,1.5015033851,1.3147745499
1,7405,10661,1595,146,12.236,2.037,121.228,1.2292527362,1.267035689,1.1721862902,1.4665792013,1.3853438765,diva_id__10809,1.3501899641,1.4316297486,11277,1.5015033851,1.3147745499
1,7406,10686,1595,146,14.838,50.646,122.127,1.1099008103,1.1385705007,1.0665988124,1.2899840432,1.2283427091,diva_id__10832,1.2016679336,1.2634644116,11300,1.3164845008,1.1747947306
1,7407,10691,1595,146,14.211,78.763,121.942,1.3857314626,1.4185449139,1.3361708298,1.5918429453,1.5212923084,diva_id__10836,1.4907621061,1.5614903105,11304,1.6221736347,1.4600047967
1,7408,10693,1595,146,13.262,31.557,121.902,1.354551542,1.3917587063,1.2983547528,1.5882613009,1.5082639513,diva_id__10838,1.4736457626,1.5538444559,11306,1.622653262,1.438770057
1,7409,10694,1595,146,13.482,25.33,121.834,1.3281969803,1.3664481303,1.2704233807,1.5684643376,1.4862223642,diva_id__10839,1.4506328331,1.5330817997,11307,1.6038212934,1.4147785597
1,7410,10695,1595,146,13.42,62.158,122.121,1.3967664733,1.4341849719,1.3402504899,1.6318036887,1.5513519593,diva_id__10840,1.5165371414,1.5971913582,11308,1.6663909939,1.4814633441
1,7411,10697,1595,146,12.104,2.933,122.009,1.4089854755,1.446868656,1.3517676482,1.6469415016,1.5654906821,diva_id__10842,1.5302435162,1.6118993378,11310,1.6819583295,1.4947341548
1,7412,10698,1595,146,12.119,1.77,121.995,1.4089854755,1.446868656,1.3517676482,1.6469415016,1.5654906821,diva_id__10842,1.5302435162,1.6118993378,11310,1.6819583295,1.4947341548
1,7413,10699,1595,146,12.248,30.59,121.934,1.3509561994,1.3889232194,1.2936117426,1.5894388483,1.5078077691,diva_id__10844,1.4724825974,1.5543191323,11312,1.6245331722,1.4368946499
1,7414,10700,1595,146,12.409,11.515,121.989,1.3568642361,1.3948818793,1.2994433195,1.5956648645,1.513924943,diva_id__213,1.4785526707,1.5604983218,684,1.6308059813,1.4429172722
1,7415,10701,1595,146,12.604,34.029,122.002,1.3802728668,1.4179492921,1.3233673172,1.6169302001,1.5359239147,diva_id__10845,1.5008691174,1.5820792859,11313,1.6517559165,1.4655535554
1,7416,10702,1595,146,12.585,19.131,122.14,1.4434498168,1.480700617,1.3871871209,1.6774336664,1.5973424973,diva_id__10846,1.5626837089,1.6429764579,11314,1.7118659617,1.5277671018
1,7417,10703,1595,146,12.295,46.779,122.08,1.4089854755,1.446868656,1.3517676482,1.6469415016,1.5654906821,diva_id__10842,1.5302435162,1.6118993378,11310,1.6819583295,1.4947341548
1,7418,10736,1595,146,12.5,90.375,122.516,1.4301038811,1.4670342074,1.3743252211,1.6620747347,1.5826726012,diva_id__10877,1.5483119873,1.6279139664,11345,1.6962108042,1.5136957726
1,7419,10705,1625,146,11.537,10.806,122.622,1.4609721771,1.4975018702,1.4057986239,1.6904265288,1.6118857778,diva_id__10849,1.5778979199,1.6566363486,11317,1.7241922781,1.5436572342
1,7420,10706,1625,146,11.588,15.263,122.727,1.4812008835,1.5183690912,1.4250629333,1.7146659442,1.6347523533,diva_id__10850,1.6001704103,1.6802851343,11318,1.7490218964,1.5653312203
1,7421,10707,1625,146,11.472,80.47,122.975,1.5271114842,1.5648820244,1.4700637858,1.7643599822,1.683151345,diva_id__10851,1.6480089815,1.7294220112,11319,1.7992726925,1.6126052021
1,7422,10708,1625,146,11.438,4.657,123.154,1.5590627258,1.5939173391,1.506419172,1.7779953809,1.703056139,diva_id__10852,1.6706268044,1.7457546593,11320,1.8102127918,1.6379562354
1,7423,10709,1625,146,11.396,4.673,123.15,1.6420777231,1.6775650372,1.5884785534,1.8649845688,1.788684987,diva_id__10853,1.7556669766,1.8321585953,11321,1.8977868086,1.7224033527
1,7424,10710,1625,146,11.354,4.899,123.14,1.6939557785,1.7307390738,1.6383991908,1.9250030842,1.8459170753,diva_id__2049,1.8116932616,1.8909783206,2520,1.9590032474,1.7772148648
1,7425,10711,1625,146,11.324,2.322,123.129,1.6939557785,1.7307390738,1.6383991908,1.9250030842,1.8459170753,diva_id__2049,1.8116932616,1.8909783206,2520,1.9590032474,1.7772148648
1,7426,10712,1625,146,11.282,7.609,123.113,1.6939557785,1.7307390738,1.6383991908,1.9250030842,1.8459170753,diva_id__2049,1.8116932616,1.8909783206,2520,1.9590032474,1.7772148648
1,7427,10713,1625,146,11.177,18.401,123.123,1.6780277334,1.7139778106,1.6237296177,1.9038413375,1.826546791,diva_id__10856,1.7930982178,1.8705873055,11324,1.9370713264,1.7594008284
1,7428,10714,1625,146,11.104,8.393,123.034,1.6509619456,1.6901898846,1.5917130279,1.897364818,1.8130226972,diva_id__10857,1.7765243448,1.8610787446,11325,1.9336246561,1.7397544895
1,7429,10715,1625,146,11.575,127.159,122.089,1.3060321373,1.343412366,1.2495739559,1.5408289673,1.4604595203,diva_id__10858,1.4256803094,1.5062520367,11326,1.5753808982,1.390642384
1,7430,10716,1625,146,11.888,27.296,122.022,1.456489088,1.4937566916,1.4002010126,1.6905784853,1.6104511879,diva_id__10860,1.5757767653,1.6561057335,11328,1.7250263127,1.5408444076
