"Join_Count,N,9,0","TARGET_FID,N,9,0","CLSFID,N,9,0","ADMINID,N,19,5","COUNTRYID,N,19,5","LATI,N,19,5","LENGTH,N,19,5","LONGI,N,19,5","rp00005,N,19,15","rp00010,N,19,15","rp00002,N,19,15","rp00500,N,19,15","rp00100,N,19,15","Station,C,80","rp00050,N,19,15","rp00250,N,19,15","Nr,N,10,0","rp01000,N,19,15","rp00025,N,19,15"
1,0,5105,4,32,75.918,86.08,-122.645,0.494546266,0.5346642474,0.4339530499,0.7465397716,0.6602840129,diva_id__5809,0.6229575496,0.7094304037,6277,0.7836223088,0.5853534232
1,1,5114,4,32,75.891,123.51,-121.031,0.5431566629,0.5825703178,0.4836272444,0.7907260748,0.7059846551,diva_id__5817,0.6693135093,0.7542682131,6285,0.827157577,0.6323695753
1,2,5119,4,32,77.534,2860.45703,-116.799,0.3992886265,0.4384390798,0.3401567413,0.645204787,0.5610292645,diva_id__5822,0.5246030061,0.6089903883,6290,0.681393002,0.4879057812
1,3,5131,4,32,75.968,467.98801,-118.191,0.5454649694,0.5864570162,0.4835515865,0.8029487511,0.7148137062,diva_id__5832,0.6766739973,0.7650308676,6300,0.8408392193,0.638250576
1,4,5165,4,32,74.963,520.49103,-115.022,0.7217387886,0.7711176798,0.6471581215,1.0319029454,0.9257357465,diva_id__5863,0.8797927726,0.9862271818,6331,1.0775456848,0.8335080396
1,5,5166,4,32,75.853,1857.20898,-114.982,0.5661899438,0.6040345544,0.5090303714,0.8039037008,0.7225358084,diva_id__5864,0.6873245286,0.7688972143,6332,0.8388848771,0.6518513202
1,6,5201,4,32,77.939,204.60201,-115.077,0.390454924,0.4301143644,0.330554277,0.6395681911,0.5542983196,diva_id__5896,0.5173984907,0.6028829763,6364,0.6762268819,0.4802241725
1,7,5167,4,32,74.995,1461.14795,-112.533,0.7672975558,0.8179894103,0.690733821,1.0857088433,0.9767187045,diva_id__5865,0.9295541269,1.0388185809,6333,1.1325652034,0.8820387028
1,8,5168,4,32,76.163,331.10199,-112.433,0.5411380119,0.5848966772,0.475045996,0.8159997845,0.7219163649,diva_id__5866,0.6812025463,0.7755227626,6334,0.8564475408,0.6401858669
1,9,5170,4,32,75.838,161.72501,-111.468,0.5472938032,0.5894576514,0.4836105602,0.8121380335,0.7214835544,diva_id__1004,0.6822535812,0.7731362269,1475,0.8511116412,0.6427317853
1,10,5171,4,32,75.569,111.485,-110.497,0.5532587486,0.5945155301,0.4909455168,0.8124054112,0.7237011728,diva_id__5868,0.6853151502,0.7742426465,6336,0.8505405835,0.6466435828
1,11,5172,2445,32,75.518,128.271,-109.424,0.5568611319,0.5978710423,0.4949207681,0.8144571205,0.7262836679,diva_id__5869,0.6881273384,0.776522713,6337,0.8523641007,0.6496871728
1,12,5174,2445,32,75.857,14.401,-109.938,0.5497976624,0.5909718155,0.4876092306,0.8084253102,0.7198987273,diva_id__5873,0.6815895836,0.7703389774,6341,0.8464841061,0.642995467
1,13,5176,4,32,75.893,12.033,-110.052,0.5497976624,0.5909718155,0.4876092306,0.8084253102,0.7198987273,diva_id__5873,0.6815895836,0.7703389774,6341,0.8464841061,0.642995467
1,14,5177,2445,32,76.735,439.25299,-108.458,0.5737242308,0.6170539622,0.5082800662,0.8458917361,0.7527305469,diva_id__5874,0.7124158158,0.8058114806,6342,0.8859430129,0.6718011928
1,15,5178,4,32,76.36,100.796,-110.388,0.5409056307,0.5837375232,0.4762133897,0.8099460552,0.7178552457,diva_id__5875,0.6780037125,0.7703263036,6343,0.8495371611,0.637855733
1,16,5179,2445,32,76.128,151.06,-109.381,0.550206626,0.5916675406,0.4875850765,0.8106355124,0.7214923771,diva_id__5876,0.6829164254,0.7722839234,6344,0.8489593726,0.6440535162
1,17,5180,2445,32,75.924,14.2,-109.938,0.5497976624,0.5909718155,0.4876092306,0.8084253102,0.7198987273,diva_id__5873,0.6815895836,0.7703389774,6341,0.8464841061,0.642995467
1,18,5202,4,32,78.047,2.98,-114.238,0.390454924,0.4301143644,0.330554277,0.6395681911,0.5542983196,diva_id__5896,0.5173984907,0.6028829763,6364,0.6762268819,0.4802241725
1,19,5203,4,32,77.835,148.427,-113.605,0.4211055401,0.4648963556,0.3549649653,0.6961692581,0.6020167139,diva_id__5897,0.5612729822,0.6556624971,6365,0.7366467321,0.5202261672
1,20,5217,4,32,76.88,325.25299,-114.262,0.5192198917,0.5609978563,0.4561194778,0.7816402672,0.6918154579,diva_id__5910,0.6529445176,0.7429954051,6378,0.8202571884,0.6137844252
1,21,5220,4,32,77.152,62.287,-113.817,0.5233549591,0.5651600793,0.4602135299,0.7859459077,0.6960627124,diva_id__1013,0.6571665059,0.7472759265,1484,0.8245879298,0.6179809595
1,22,5264,4,32,77.548,445.15302,-110.104,0.5580609169,0.6017860482,0.4920195502,0.8327120513,0.7387007319,diva_id__5952,0.698018114,0.7922660487,6420,0.8731288109,0.6570328674
1,23,5265,4,32,77.991,556.18402,-112.483,0.4207437765,0.4648743373,0.3540900588,0.69794154,0.6030585257,diva_id__5953,0.5619986892,0.6571205126,6421,0.7387330531,0.5206334179
1,24,5266,2445,32,78.039,98.768,-109.583,0.5226672506,0.5669704102,0.455752844,0.8009491606,0.70569505,diva_id__5954,0.6644746245,0.7599684784,6422,0.8419002132,0.6229475698
1,25,5267,4,32,78.306,174.994,-110.781,0.4625555651,0.5071452446,0.3952084058,0.7426371956,0.6467670522,diva_id__5955,0.6052800437,0.7013914808,6423,0.7838530892,0.5634844228
1,26,5268,4,32,78.501,585.56897,-112.593,0.4032657024,0.4430804301,0.3431305134,0.6533543769,0.5677506297,diva_id__5956,0.5307063189,0.6165255205,6424,0.6901566055,0.493386444
1,27,5269,2445,32,78.452,180.075,-109.263,0.4679377829,0.5119126735,0.4015191856,0.7441577336,0.6496094184,diva_id__5957,0.60869442,0.703480702,6425,0.784805355,0.5674750644
1,28,5169,2445,32,74.929,583.112,-108.036,0.9259737654,0.974530715,0.8526345386,1.2309750519,1.1265750703,diva_id__5867,1.0813968451,1.186059589,6335,1.2758580402,1.0358825495
1,29,5352,2445,32,80.098,397.92999,-100.031,0.4592905056,0.4940632396,0.4067706203,0.6777088515,0.6029456544,diva_id__6031,0.5705925016,0.6455438687,6499,0.7098505784,0.5379986812
1,30,5173,2445,32,75.922,628.97198,-106.895,0.6299085269,0.6743482681,0.5627878309,0.9090483481,0.81350058,diva_id__5870,0.7721530767,0.8679413271,6338,0.9501256481,0.7304979988
1,31,5175,2445,32,75.77,144.91901,-109.274,0.5564211473,0.5977550216,0.4939914765,0.8160520537,0.7271820618,diva_id__5872,0.6887243107,0.7778179778,6340,0.8542584858,0.6499804813
1,32,5526,2445,32,62.981,553.74902,-82.193,1.3356999377,1.3892694596,1.2547898446,1.672186748,1.5570094738,diva_id__6188,1.5071674647,1.6226346264,6656,1.7217030427,1.4569546924
1,33,5690,2445,32,62.4,329.16699,-79.752,1.2047054373,1.256310703,1.1267621084,1.5288541449,1.417900124,diva_id__1103,1.3698856927,1.4811189716,1574,1.5765548048,1.3215140931
1,34,7436,2445,32,60.537,164.69099,-67.92,4.9194409118,5.0375624435,4.7410330448,5.6613989518,5.4074314796,diva_id__7907,5.2975291648,5.5521358427,8375,5.7705830618,5.1868093119
1,35,7036,0,48,80.062,606.34198,-64.921,2.5361651547,2.5893384161,2.4558535637,2.87016293,2.7558376364,diva_id__7547,2.7063643149,2.8209773516,8015,2.9193129464,2.6565229728
1,36,7037,0,48,80.3,11.241,-67.485,2.2273742648,2.2763212808,2.1534458912,2.53482568,2.4295870351,diva_id__7548,2.3840458853,2.4895494034,8016,2.5800692213,2.3381659654
1,37,7038,0,48,80.401,84.932,-67.083,1.986417647,2.0342916293,1.9141099573,2.2871290036,2.1841974375,diva_id__7549,2.1396546569,2.2428452895,8017,2.3313807,2.0947805328
1,38,7039,0,48,80.52,12.053,-66.77,1.983436737,2.0309522837,1.9116704196,2.2818966485,2.1797357375,diva_id__7550,2.1355264516,2.2379444893,8018,2.3258170295,2.0909883029
1,39,7040,0,48,80.663,254.39799,-65.663,1.6668308776,1.7108271056,1.6003800528,1.9431848553,1.8485906635,diva_id__1359,1.8076558125,1.9024880866,1830,1.9838521997,1.7664164564
1,40,7041,0,48,80.886,14.054,-65.02,1.5607505007,1.6036911939,1.4958939298,1.8304743362,1.7381495995,diva_id__7551,1.6981968363,1.7907539434,8019,1.8701660107,1.6579468737
1,41,7347,0,48,80.607,16.948,-66.759,1.8483817306,1.8937559289,1.7798496534,2.1333911674,2.0358342675,diva_id__7827,1.9936173291,2.0914197681,8295,2.1753322207,1.9510863487
1,42,7348,0,48,80.663,16.971,-66.89,1.8517384466,1.8964324479,1.7842337223,2.1324753545,2.0363809139,diva_id__7828,1.9947968426,2.0911331415,8296,2.1737876766,1.9529034369
1,43,7349,0,48,80.64,51.27,-66.609,1.8517384466,1.8964324479,1.7842337223,2.1324753545,2.0363809139,diva_id__7828,1.9947968426,2.0911331415,8296,2.1737876766,1.9529034369
1,44,7042,0,48,80.905,38.78,-64.784,1.5607505007,1.6036911939,1.4958939298,1.8304743362,1.7381495995,diva_id__7551,1.6981968363,1.7907539434,8019,1.8701660107,1.6579468737
1,45,7043,0,48,80.983,8.147,-64.786,1.4232676665,1.4647271681,1.3606482513,1.683687677,1.5945475799,diva_id__7552,1.555972943,1.6453373951,8020,1.7220102311,1.5171113582
1,46,7044,0,48,80.88,547.43799,-63.019,1.1976189691,1.2399207215,1.133727439,1.4633294185,1.3723784381,diva_id__7554,1.3330201565,1.4242000496,8022,1.5024304961,1.2933690977
1,47,7045,0,48,81.121,47.203,-61.247,1.1358346774,1.1788477081,1.0708688497,1.4060128874,1.3135326212,diva_id__7555,1.2735125539,1.3662255819,8023,1.4457714261,1.2331947865
1,48,7046,0,48,81.913,809.09698,-59.765,0.757649802,0.8023750207,0.6900979276,1.0385827966,0.9424212367,diva_id__7556,0.9008081201,0.9972117072,8024,1.0799239741,0.8588854532
1,49,7052,0,48,82.17,1180.44897,-57.408,0.5718453744,0.6127564498,0.5100542886,0.8288205497,0.7408595975,diva_id__7561,0.7027952258,0.7909775652,8029,0.8666361731,0.664447702
1,50,7053,0,48,82.057,3.687,-53.537,0.5472171384,0.5847645508,0.4905064469,0.7830641011,0.7023352004,diva_id__7562,0.667400439,0.7483325247,8030,0.8177705661,0.6322058058
1,51,7054,0,48,81.857,877.203,-51.164,0.5597476141,0.6051083594,0.4912358559,0.8446725486,0.7471445733,diva_id__7563,0.7049401518,0.8027135934,8031,0.8866011669,0.6624217814
1,52,7055,0,48,81.904,18.553,-50.208,0.5645657326,0.6092338842,0.4971000511,0.8451402705,0.7491014081,diva_id__7564,0.7075413878,0.8038219686,8032,0.8864286987,0.6656722121
1,53,7056,0,48,81.88,41.047,-49.942,0.5645657326,0.6092338842,0.4971000511,0.8451402705,0.7491014081,diva_id__7564,0.7075413878,0.8038219686,8032,0.8864286987,0.6656722121
1,54,7105,0,48,82.029,191.806,-50.053,0.524397155,0.5677289615,0.4589498562,0.7965776946,0.7034120439,diva_id__7610,0.6630953821,0.7564955197,8078,0.8366308896,0.6224788139
1,55,7106,0,48,82.357,7.515,-50.838,0.524397155,0.5677289615,0.4589498562,0.7965776946,0.7034120439,diva_id__7610,0.6630953821,0.7564955197,8078,0.8366308896,0.6224788139
1,56,7107,0,48,82.513,360.96799,-49.782,0.524397155,0.5677289615,0.4589498562,0.7965776946,0.7034120439,diva_id__7610,0.6630953821,0.7564955197,8078,0.8366308896,0.6224788139
1,57,7960,0,48,82.291,114.621,-52.099,0.5243836873,0.5667854479,0.4603411072,0.7907223192,0.699556316,diva_id__1534,0.660104985,0.7515004422,2005,0.8299158382,0.6203601847
1,58,7963,0,48,82.326,503.853,-52.953,0.5236965272,0.565377149,0.4607431376,0.7855054621,0.6958899451,diva_id__8381,0.6571095742,0.7469506427,8849,0.8240324057,0.618040725
1,59,7057,0,48,81.878,6.806,-49.727,0.5766829424,0.6207964378,0.5100549998,0.8537735132,0.7589271903,diva_id__7566,0.7178832316,0.8129682713,8034,0.8945492522,0.6765339563
1,60,7104,0,48,81.882,3.359,-49.682,0.5766829424,0.6207964378,0.5100549998,0.8537735132,0.7589271903,diva_id__7566,0.7178832316,0.8129682713,8034,0.8945492522,0.6765339563
1,61,7116,0,48,82.105,386.08801,-46.472,0.5398511214,0.5857972112,0.4704552733,0.8284527864,0.7296662899,diva_id__8431,0.6869172538,0.7859523841,8899,0.8709224602,0.6438502174
1,62,7117,0,48,81.773,9.271,-44.958,0.5607647499,0.6032632658,0.4965760329,0.827711132,0.7363370998,diva_id__1374,0.696795746,0.7883997558,1845,0.8669940855,0.6569602532
1,63,7124,0,48,82.446,469.38599,-44.041,0.5486109526,0.5914420994,0.4839198381,0.8176466927,0.7255574867,diva_id__7627,0.6857066474,0.778027631,8095,0.8572371093,0.6455593669
1,64,7125,0,48,82.781,4.633,-45.396,0.5486109526,0.5914420994,0.4839198381,0.8176466927,0.7255574867,diva_id__7627,0.6857066474,0.778027631,8095,0.8572371093,0.6455593669
1,65,7126,0,48,82.772,115.848,-44.854,0.5486109526,0.5914420994,0.4839198381,0.8176466927,0.7255574867,diva_id__7627,0.6857066474,0.778027631,8095,0.8572371093,0.6455593669
1,66,7134,0,48,82.912,2707.70288,-43.468,0.627343533,0.6832923725,0.542839777,0.9787755763,0.8584826448,diva_id__7630,0.8064268775,0.927022572,8098,1.0304911624,0.7539838794
1,67,8016,0,48,82.557,169.132,-48.793,0.5398511214,0.5857972112,0.4704552733,0.8284527864,0.7296662899,diva_id__8431,0.6869172538,0.7859523841,8899,0.8709224602,0.6438502174
1,68,8017,0,48,82.466,1.547,-48.036,0.5368643362,0.5819726722,0.4687338109,0.8202038093,0.7232185273,diva_id__8430,0.6812489518,0.7784783342,8898,0.8618991163,0.6389671743
1,69,8018,0,48,82.407,21.137,-48.119,0.5398511214,0.5857972112,0.4704552733,0.8284527864,0.7296662899,diva_id__8431,0.6869172538,0.7859523841,8899,0.8709224602,0.6438502174
1,70,8021,0,48,82.886,222.729,-48.089,0.5483686469,0.5967839011,0.4752434335,0.8524799004,0.7483845713,diva_id__8433,0.703338182,0.8076955066,8901,0.8972319143,0.657956703
1,71,8079,0,48,82.931,189.702,-47.134,0.5479474631,0.5951984454,0.4765807375,0.844745563,0.7431534795,diva_id__8486,0.6991903489,0.8010381275,8954,0.8884213972,0.6549001867
1,72,8100,0,48,82.671,837.659,-46.814,0.546424405,0.5923691341,0.4770306121,0.8350175231,0.7362339522,diva_id__156,0.693486182,0.7925183794,627,0.8774859392,0.6504204211
1,73,7118,0,48,81.759,46.847,-44.708,0.5607647499,0.6032632658,0.4965760329,0.827711132,0.7363370998,diva_id__1374,0.696795746,0.7883997558,1845,0.8669940855,0.6569602532
1,74,7119,0,48,81.787,5.394,-44.476,0.5607647499,0.6032632658,0.4965760329,0.827711132,0.7363370998,diva_id__1374,0.696795746,0.7883997558,1845,0.8669940855,0.6569602532
1,75,7120,0,48,82.232,539.63898,-44.736,0.5607647499,0.6032632658,0.4965760329,0.827711132,0.7363370998,diva_id__1374,0.696795746,0.7883997558,1845,0.8669940855,0.6569602532
1,76,7127,0,48,82.764,9.269,-44.292,0.566768558,0.6076827606,0.5049727491,0.823763376,0.7357957003,diva_id__7626,0.697728419,0.7859174989,8094,0.86158189,0.659377964
1,77,7128,0,48,82.778,311.38599,-42.85,0.6079609331,0.6540342505,0.5383729236,0.8973617542,0.7983017117,diva_id__7631,0.7554343008,0.8547436656,8099,0.9399490292,0.7122480091
1,78,7129,0,48,82.526,7.623,-41.822,0.6079609331,0.6540342505,0.5383729236,0.8973617542,0.7983017117,diva_id__7631,0.7554343008,0.8547436656,8099,0.9399490292,0.7122480091
1,79,7130,0,48,82.651,363.76199,-40.969,0.6079609331,0.6540342505,0.5383729236,0.8973617542,0.7983017117,diva_id__7631,0.7554343008,0.8547436656,8099,0.9399490292,0.7122480091
1,80,7131,0,48,82.564,8.419,-40.01,0.6195747032,0.6708093342,0.542191172,0.9413953388,0.831238202,diva_id__7632,0.7835686157,0.8940030049,8100,0.9887534073,0.7355444263
1,81,7132,0,48,82.655,36.07,-39.891,0.6195747032,0.6708093342,0.542191172,0.9413953388,0.831238202,diva_id__7632,0.7835686157,0.8940030049,8100,0.9887534073,0.7355444263
1,82,7133,0,48,82.707,9.368,-40.083,0.6195747032,0.6708093342,0.542191172,0.9413953388,0.831238202,diva_id__7632,0.7835686157,0.8940030049,8100,0.9887534073,0.7355444263
1,83,8123,0,48,83.272,103.17,-42.234,0.604774702,0.6615266622,0.5190579319,0.9612513966,0.8392317134,diva_id__8525,0.7864287086,0.9087555008,8993,1.0137093371,0.7332329144
1,84,8135,0,48,83.312,96.306,-41.681,0.6219525592,0.6795761682,0.5349192724,0.98390435,0.8600105765,diva_id__8539,0.8063965748,0.9306021741,9007,1.0371679876,0.7523837508
1,85,8136,0,48,83.304,3.814,-41.233,0.6285685578,0.6862256583,0.5414846861,0.9907307195,0.8667649374,diva_id__8537,0.8131197745,0.9373975637,9005,1.0440253146,0.7590755576
1,86,8137,0,48,83.288,1.545,-41.246,0.6285685578,0.6862256583,0.5414846861,0.9907307195,0.8667649374,diva_id__8537,0.8131197745,0.9373975637,9005,1.0440253146,0.7590755576
1,87,8138,0,48,83.242,134.468,-41.448,0.6219525592,0.6795761682,0.5349192724,0.98390435,0.8600105765,diva_id__8539,0.8063965748,0.9306021741,9007,1.0371679876,0.7523837508
1,88,8159,0,48,83.165,365.71799,-41.463,0.6318391888,0.6912513229,0.5421045573,1.005025262,0.8772860657,diva_id__8558,0.8220079892,0.9500686897,9026,1.0599420997,0.7663187118
1,89,8167,0,48,83.168,286.55301,-40.215,0.6195747032,0.6708093342,0.542191172,0.9413953388,0.831238202,diva_id__7632,0.7835686157,0.8940030049,8100,0.9887534073,0.7355444263
1,90,8187,0,48,83.358,460.28101,-40.487,0.6503632116,0.7080976295,0.5631625616,1.0130110278,0.8888790093,diva_id__8583,0.835161909,0.959606353,9051,1.0663770902,0.7810452195
1,91,7135,0,48,82.948,13.822,-39.394,0.6189230379,0.6775564802,0.5303645233,0.9872179063,0.8611529381,diva_id__7636,0.8065993698,0.9329816286,8104,1.0414149705,0.7516399901
1,92,7136,0,48,82.837,85.712,-38.967,0.6300158981,0.6899124334,0.5395496391,1.0062446453,0.8774639613,diva_id__7637,0.8217351896,0.9508399992,8105,1.0616092329,0.7655918644
1,93,7138,0,48,83.122,1157.79395,-37.817,0.6430798982,0.7026269011,0.5531415643,1.017113124,0.8890839529,diva_id__7639,0.8336803922,0.9620317974,8107,1.072154626,0.7778646971
1,94,7139,0,48,83.482,9.376,-37.417,0.6386253394,0.6981940165,0.5486542692,1.0127947078,0.884718936,diva_id__7640,0.8292952091,0.9576933324,8108,1.0678562441,0.773459198
1,95,7140,0,48,83.596,1727.84204,-31.878,0.6053680246,0.6602604613,0.5224598334,0.950164474,0.8321428637,diva_id__7647,0.7810699918,0.8993886484,8115,1.0009035879,0.7296172005
1,96,7142,0,48,83.052,1416.58801,-32.019,0.5614268822,0.6263496842,0.4633690731,0.9692271722,0.8296397519,diva_id__7641,0.7692344548,0.9091731999,8109,1.0292377245,0.7083798165
1,97,7147,0,48,83.078,1242.43506,-30.477,0.5614268822,0.6263496842,0.4633690731,0.9692271722,0.8296397519,diva_id__7641,0.7692344548,0.9091731999,8109,1.0292377245,0.7083798165
1,98,8175,0,48,83.378,163.25101,-39.489,0.6300158981,0.6899124334,0.5395496391,1.0062446453,0.8774639613,diva_id__7637,0.8217351896,0.9508399992,8105,1.0616092329,0.7655918644
1,99,8188,0,48,83.174,145.909,-38.31,0.6409158337,0.6998966428,0.5518326648,1.0113926209,0.8845807959,diva_id__8584,0.8297040315,0.9568350268,9052,1.065910769,0.7744190516
1,100,7149,0,48,82.149,2560.77002,-25.742,0.5667073452,0.6243323756,0.4796719115,0.9286680644,0.8047712348,diva_id__7648,0.7511559105,0.8753645737,8116,0.9819330159,0.6971417542
1,101,7150,0,48,81.707,0.50199,-32.498,0.9449871011,1.0026828408,0.8578448696,1.3073919677,1.1833431092,diva_id__1380,1.1296619957,1.2540230703,1851,1.3607222784,1.0755815608
1,102,7151,0,48,81.733,18.726,-32.416,0.9449871011,1.0026828408,0.8578448696,1.3073919677,1.1833431092,diva_id__1380,1.1296619957,1.2540230703,1851,1.3607222784,1.0755815608
1,103,7152,0,48,81.76,23.366,-32.229,0.9372453066,0.9941633945,0.8512776215,1.2947655003,1.172388634,diva_id__7652,1.1194310613,1.2421159355,8120,1.3473769986,1.0660795493
1,104,7153,0,48,81.783,15.404,-32.056,0.9372453066,0.9941633945,0.8512776215,1.2947655003,1.172388634,diva_id__7652,1.1194310613,1.2421159355,8120,1.3473769986,1.0660795493
1,105,7154,0,48,81.793,3.283,-31.973,0.9372453066,0.9941633945,0.8512776215,1.2947655003,1.172388634,diva_id__7652,1.1194310613,1.2421159355,8120,1.3473769986,1.0660795493
1,106,7155,0,48,81.889,320.50601,-30.521,0.8871163159,0.9444448108,0.800528762,1.247214404,1.123955141,diva_id__7654,1.0706157184,1.1941852102,8122,1.3002052568,1.0168795161
1,107,7141,0,48,83.29,3.454,-25.654,0.5614268822,0.6263496842,0.4633690731,0.9692271722,0.8296397519,diva_id__7641,0.7692344548,0.9091731999,8109,1.0292377245,0.7083798165
1,108,7156,0,48,81.961,6.066,-29.36,0.8739992737,0.9321422483,0.7861815496,1.2392133618,1.1142029249,diva_id__7655,1.0601056963,1.1854307695,8123,1.2929570684,1.0056060509
1,109,7157,0,48,82.014,589.42902,-26.685,0.7822694964,0.8435516344,0.6897104568,1.1672016451,1.0354418427,diva_id__7649,0.9784238822,1.1105153083,8117,1.2238469968,0.9209817782
1,110,7162,0,48,81.384,575.112,-27.267,0.7698136647,0.8329666548,0.674428936,1.1664972167,1.0307149844,diva_id__7661,0.9719563508,1.1080803308,8129,1.2248718664,0.9127606253
1,111,7148,0,48,83.129,2.871,-24.904,0.5667073452,0.6243323756,0.4796719115,0.9286680644,0.8047712348,diva_id__7648,0.7511559105,0.8753645737,8116,0.9819330159,0.6971417542
1,112,7163,0,48,81.7,6.056,-24.682,0.7698136647,0.8329666548,0.674428936,1.1664972167,1.0307149844,diva_id__7661,0.9719563508,1.1080803308,8129,1.2248718664,0.9127606253
1,113,7164,0,48,81.716,12.767,-24.599,0.7698136647,0.8329666548,0.674428936,1.1664972167,1.0307149844,diva_id__7661,0.9719563508,1.1080803308,8129,1.2248718664,0.9127606253
1,114,7165,0,48,81.714,23.192,-24.437,0.7698136647,0.8329666548,0.674428936,1.1664972167,1.0307149844,diva_id__7661,0.9719563508,1.1080803308,8129,1.2248718664,0.9127606253
1,115,7166,0,48,81.708,24.193,-24.225,1.0505531286,1.1142818496,0.95429883,1.4508530254,1.3138329415,diva_id__1384,1.2545386379,1.391903585,1855,1.5097598444,1.1948032576
1,116,7167,0,48,82.029,124.162,-23.807,0.7274800845,0.790908439,0.6316794521,1.1258932861,0.9895190058,diva_id__7665,0.9305041684,1.0672216864,8133,1.1845224653,0.8710503332
1,117,7168,0,48,82.08,177.368,-22.453,0.6857299581,0.751109046,0.5869829858,1.096396322,0.955827863,diva_id__7666,0.8949980295,1.0359202825,8134,1.1568286363,0.8337156969
1,118,7169,0,48,81.297,201,-22.836,0.7322202979,0.784064479,0.6539161172,1.057869707,0.9464020056,diva_id__7667,0.8981652834,1.0099135357,8135,1.1057912053,0.8495697393
1,119,7170,0,48,80.708,258.931,-24.206,1.0505531286,1.1142818496,0.95429883,1.4508530254,1.3138329415,diva_id__1384,1.2545386379,1.391903585,1855,1.5097598444,1.1948032576
1,120,7175,0,48,80.981,425.883,-22.816,0.8355937732,0.8917763222,0.7507370278,1.1884938191,1.0676983997,diva_id__7672,1.015425185,1.136524632,8140,1.2404254317,0.9627631218
1,121,7176,0,48,81.603,118.029,-20.61,0.6915785661,0.7576541731,0.5917795883,1.1066199832,0.9645539715,diva_id__1386,0.9030760846,1.0454996594,1857,1.167696116,0.8411408778
1,122,7177,0,48,81.665,3.056,-20.07,0.6900596537,0.756227669,0.5901211048,1.1056815157,0.9634168215,diva_id__7674,0.9018529563,1.0444757138,8142,1.1668430648,0.8398311317
1,123,7178,0,48,81.671,6.306,-20.028,0.6876926454,0.7534976397,0.5883023945,1.1010342598,0.9595500797,diva_id__7675,0.8983239755,1.0401642544,8143,1.1618602552,0.8366424245
1,124,7179,0,48,81.656,35.444,-19.972,0.6876926454,0.7534976397,0.5883023945,1.1010342598,0.9595500797,diva_id__7675,0.8983239755,1.0401642544,8143,1.1618602552,0.8366424245
1,125,7180,0,48,81.595,25.603,-20.229,0.6915785661,0.7576541731,0.5917795883,1.1066199832,0.9645539715,diva_id__1386,0.9030760846,1.0454996594,1857,1.167696116,0.8411408778
1,126,7181,0,48,81.551,282.242,-19.121,0.7049089272,0.7748076469,0.5993356138,1.1439645026,0.9936785988,diva_id__7677,0.9286436218,1.0793077772,8145,1.2085744801,0.8631248645
1,127,8251,0,48,81.662,37.866,-20.778,0.6962541106,0.762292226,0.5965117595,1.1110600306,0.9690746281,diva_id__8641,0.9076316241,1.0499743869,9109,1.1721015084,0.8457315598
1,128,8252,0,48,81.714,12.11,-20.968,0.6962541106,0.762292226,0.5965117595,1.1110600306,0.9690746281,diva_id__8641,0.9076316241,1.0499743869,9109,1.1721015084,0.8457315598
1,129,8253,0,48,81.682,175,-20.18,0.6834298665,0.7488572334,0.5846099748,1.0943994856,0.9537272243,diva_id__8642,0.8928524712,1.0338787878,9110,1.1548764259,0.8315248849
1,130,8291,0,48,82.167,249.207,-20.673,0.6643123849,0.7311851839,0.563309348,1.0843612122,0.9405811962,diva_id__8676,0.8783615881,1.0225034812,9144,1.146174219,0.8156791427
1,131,7182,0,48,81.549,8.202,-17.994,0.7098419905,0.7810674627,0.6022647827,1.1572313103,1.0040928193,diva_id__7678,0.9378234089,1.0913473312,8146,1.2230676543,0.8710610356
1,132,7183,0,48,81.626,132.36501,-17.844,0.6760113874,0.7445060774,0.5725586862,1.1062478156,0.9589806492,diva_id__7680,0.8952520058,1.042889826,8148,1.1695599963,0.8310492997
1,133,7184,0,48,81.714,28.516,-17.373,0.6760113874,0.7445060774,0.5725586862,1.1062478156,0.9589806492,diva_id__7680,0.8952520058,1.042889826,8148,1.1695599963,0.8310492997
1,134,7185,0,48,81.738,4.986,-17.522,0.6760113874,0.7445060774,0.5725586862,1.1062478156,0.9589806492,diva_id__7680,0.8952520058,1.042889826,8148,1.1695599963,0.8310492997
1,135,7186,0,48,81.919,374.315,-16.124,0.6644543095,0.7334853749,0.5601914799,1.0980598786,0.949639477,diva_id__7682,0.8854117805,1.0342057386,8150,1.1618678511,0.820706309
1,136,8315,0,48,82.067,63.939,-19.097,0.664357792,0.7318306489,0.5624484424,1.0881757694,0.9431055976,diva_id__8702,0.8803276852,1.0257629814,9170,1.150543432,0.8170827825
1,137,8316,0,48,82.212,31.492,-19.335,0.6595869391,0.7286062373,0.5553418824,1.0931185947,0.9447234932,diva_id__8699,0.8805067451,1.0292753394,9167,1.1569156903,0.8158123035
1,138,8317,0,48,82.096,34.406,-19.065,0.662479315,0.7308480391,0.5592168696,1.0919245123,0.9449281792,diva_id__8698,0.8813167366,1.0286830419,9166,1.1551202581,0.8172321031
1,139,8318,0,48,82.05,4.782,-18.896,0.662479315,0.7308480391,0.5592168696,1.0919245123,0.9449281792,diva_id__8698,0.8813167366,1.0286830419,9166,1.1551202581,0.8172321031
1,140,8319,0,48,81.994,19.485,-18.802,0.662479315,0.7308480391,0.5592168696,1.0919245123,0.9449281792,diva_id__8698,0.8813167366,1.0286830419,9166,1.1551202581,0.8172321031
