type p1 p2 aic bic
Normal 303.111411793868 1.22573937785133 248730.608469331 248749.102479099
Weibull 210.664636594729 303.715033988382 273600.207721348 273618.701731116
Gamma 61210.1134037294 201.939221159133 248667.434901506 248685.928911274
Lnorm 5.71409226384821 0.00404140931937919 248636.516265613 248655.010275382
Gumbel 302.514974944148 1.14506553573587 253975.923398913 253994.417408681
