type p1 p2 aic bic
Normal 299.919024787997 1.35088461924743 263633.731695145 263652.225704913
Weibull 208.93603541226 300.601674262055 281862.434089302 281880.92809907
Gamma 49310.4381044652 164.412509138879 263594.754634287 263613.248644055
Lnorm 5.70350238208536 0.00450251833541851 263576.140268318 263594.634278086
Gumbel 299.252737754785 1.33481038394507 274060.37888055 274078.872890319
