type p1 p2 aic bic
Normal 285.476137573386 12.6881439564706 607011.68318117 607030.177190938
Weibull 27.0884469469334 291.398643270207 603593.026357434 603611.520367203
Gamma 501.36033077729 1.75622679603401 607639.098167837 607657.592177606
Lnorm 5.65316096604621 0.0447769000242366 607997.411125029 608015.905134797
Gumbel 279.000611327293 12.2397802782274 618339.136626116 618357.630635885
