type p1 p2 aic bic
Normal 286.091069197652 4.58382066598227 450931.56410543 450950.058115198
Weibull 66.3313295946784 288.363852438602 459151.216920625 459169.710930393
Gamma 3898.86429332293 13.6280511868771 450840.77746111 450859.271470879
Lnorm 5.65618195230173 0.0160107533665396 450801.933365478 450820.427375247
Gumbel 283.835658316948 4.12289279701982 454316.462025543 454334.956035311
