type p1 p2 aic bic
Normal 291.694903953033 10.2893357400866 574886.132595154 574904.626604923
Weibull 31.5302410620714 296.670864347834 579033.087537061 579051.58154683
Gamma 803.401983732743 2.75425413156612 574837.607192071 574856.101201839
Lnorm 5.67508601662173 0.0352860028334561 574841.538975784 574860.032985553
Gumbel 286.594621563422 9.24373405608412 578811.68732779 578830.181337559
