type p1 p2 aic bic
Normal 299.078547240704 3.17844930687369 394802.391263776 394820.885273545
Weibull 88.9280581089628 300.680255764712 412838.687848785 412857.181858554
Gamma 8867.3551666243 29.6489478610485 394704.937037892 394723.431047661
Lnorm 5.70064983355165 0.0106182920178128 394661.246726129 394679.740735897
Gumbel 297.512537733099 3.1566241636603 405565.646311286 405584.140321055
