type p1 p2 aic bic
Normal 306.752344148728 1.3455659000191 263028.965756127 263047.459765896
Weibull 226.520938861252 307.416844859982 275254.476919161 275272.97092893
Gamma 51953.3691381878 169.365823112668 263048.451360243 263066.945370011
Lnorm 5.72603110220359 0.00438739083669006 263058.991569777 263077.485579545
Gumbel 306.072770567681 1.37996733913481 278155.508510434 278174.002520202
