type p1 p2 aic bic
Normal 307.378341330724 1.66931623985199 296080.359493801 296098.85350357
Weibull 160.864196072067 308.24833190935 322607.157347951 322625.65135772
Gamma 33975.5496884051 110.533369974329 295917.438619512 295935.93262928
Lnorm 5.7280646550637 0.005422291636089 295837.196243069 295855.690252838
Gumbel 306.587466351182 1.46451001124417 294542.437016395 294560.931026163
