type p1 p2 aic bic
Normal 300.237115107632 2.9591243851478 383841.436700944 383859.930710713
Weibull 101.637592739939 301.690587295946 395342.640096065 395361.134105833
Gamma 10287.4230956822 34.2643472048993 383896.603188941 383915.09719871
Lnorm 5.70452393729914 0.009862020338818 383928.250447031 383946.7444568
Gumbel 298.738865031851 3.03594685986453 399175.142111408 399193.636121176
