type p1 p2 aic bic
Normal 296.129433894325 7.87445491806685 533880.831061037 533899.325070805
Weibull 46.4210266264771 299.762041130897 526634.047803162 526652.541812931
Gamma 1399.21550729547 4.72499173656271 534667.961716444 534686.455726212
Lnorm 5.69043922567806 0.0268101777763173 535082.942872757 535101.436882525
Gumbel 292.013004012726 8.4872454028347 555532.62432666 555551.118336429
