type p1 p2 aic bic
Normal 304.563685101109 1.24485654053019 251103.088331208 251121.582340976
Weibull 239.163463715877 305.189061057635 265853.031300159 265871.525309928
Gamma 59879.035880817 196.605983312793 251079.299659675 251097.793669444
Lnorm 5.71887186104064 0.00408644332754817 251068.025085494 251086.519095263
Gumbel 303.94757978378 1.19547254692359 259714.68357748 259733.177587248
