type p1 p2 aic bic
Normal 289.087171493803 10.662321154099 580344.86129831 580363.355308079
Weibull 30.2683592541277 294.233830246745 584173.024203625 584191.518213394
Gamma 734.950103384152 2.54232967273453 580301.432621454 580319.926631222
Lnorm 5.66604772037293 0.0368994538003853 580310.069993359 580328.564003127
Gumbel 283.803994007153 9.56786854066723 584208.984495243 584227.478505012
