type p1 p2 aic bic
Normal 300.693637573386 2.29055418937834 344581.365512625 344599.859522393
Weibull 127.851955181481 301.823871878505 358515.186971149 358533.680980918
Gamma 17223.8762852713 57.2804301938893 344602.931793024 344621.425802792
Lnorm 5.70606290781501 0.00761952231696857 344616.243734028 344634.737743797
Gumbel 299.541330805763 2.36692276691028 359994.399779944 360012.893789712
