type p1 p2 aic bic
Normal 288.514875355512 9.78344185972058 567157.261176715 567175.755186484
Weibull 32.1279336722258 293.280391622197 573234.641564774 573253.135574542
Gamma 871.051873305952 3.01909811342238 566989.023687686 567007.517697454
Lnorm 5.66417242429876 0.033879245433753 566931.663760793 566950.157770562
Gumbel 283.699323857246 8.68470882104297 569681.824685702 569700.318695471
