type p1 p2 aic bic
Normal 297.763363731246 2.96008523720554 383891.20639357 383909.700403339
Weibull 91.4439748258248 299.293188460663 406796.750715554 406815.244725323
Gamma 10154.3295404835 34.101965484961 383643.038739338 383661.532749107
Lnorm 5.6962498329032 0.00991770894377968 383523.045869156 383541.539878925
Gumbel 296.351229961276 2.73746687018323 386735.539765947 386754.033775716
