type p1 p2 aic bic
Normal 302.864422439661 1.61548811736386 291055.652367595 291074.146377364
Weibull 178.155435715301 303.68403364796 308855.894748922 308874.38875869
Gamma 35184.8718716905 116.173739276687 290988.506781548 291007.000791316
Lnorm 5.71327104085796 0.00533064054898998 290956.01043613 290974.504445899
Gumbel 302.074693989941 1.51603577716656 296960.024050427 296978.518060196
