type p1 p2 aic bic
Normal 307.193167853881 1.73350407891164 301864.480979239 301882.974989008
Weibull 169.113527969007 308.064936206851 318703.795943564 318722.289953333
Gamma 31414.0929267896 102.261664026894 301830.513599496 301849.007609264
Lnorm 5.72746084563548 0.00564130755863397 301814.904188234 301833.398198003
Gumbel 306.334176925446 1.72888417263855 313397.348545117 313415.842554886
