type p1 p2 aic bic
Normal 301.224742596217 2.55071997587385 361073.666247341 361092.16025711
Weibull 127.731600205038 302.47085619182 366439.143372255 366457.637382023
Gamma 13937.905659223 46.2708033484013 361136.455246662 361154.949256431
Lnorm 5.70782075568603 0.00847346543410369 361170.150362945 361188.644372714
Gumbel 299.935702001404 2.53890743452889 373999.431947901 374017.92595767
