type p1 p2 aic bic
Normal 302.307613685584 1.4889944501096 278556.164492724 278574.658502492
Weibull 208.48531208767 303.012577965274 285106.119304684 285124.613314452
Gamma 41173.3487006986 136.19693638653 278641.213803769 278659.707813538
Lnorm 5.71143294369483 0.00492961776479963 278684.64381723 278703.137826998
Gumbel 301.541298694415 1.58075479916934 297790.938572996 297809.432582764
