type p1 p2 aic bic
Normal 302.317462778865 2.72406199484976 371152.908842219 371171.402851987
Weibull 114.758932418461 303.634299793798 378963.85773496 378982.351744729
Gamma 12294.0242572596 40.6659571232533 371283.120806857 371301.614816626
Lnorm 5.71143699926249 0.00902265979907722 371351.699398437 371370.193408206
Gumbel 300.923734924221 2.94321660148582 391448.752650613 391467.246660382
