type p1 p2 aic bic
Normal 304.000799817352 1.66292721367171 295492.503938051 295510.99794782
Weibull 167.667876640445 304.855077299439 317022.738419461 317041.232429229
Gamma 33476.630822373 110.120220599186 295375.46840498 295393.962414748
Lnorm 5.71701539361501 0.00546400189256247 295318.071855677 295336.565865446
Gumbel 303.201744625279 1.49648332898572 296944.856855731 296963.350865499
