type p1 p2 aic bic
Normal 299.056552667971 6.9637805797906 515040.038479039 515058.532488808
Weibull 49.014894061326 302.414043407288 516418.053794529 516436.547804298
Gamma 1839.55178249677 6.15117613680497 515193.315321292 515211.80933106
Lnorm 5.70036091411641 0.023329108965172 515283.021148222 515301.515157991
Gumbel 295.549354832746 6.56140079081976 523634.433688439 523652.927698207
