type p1 p2 aic bic
Normal 302.569005675147 2.56582435445854 361978.77243381 361997.266443579
Weibull 116.741560612558 303.819042124808 373718.891662349 373737.385672118
Gamma 13885.5087259905 45.8919785496677 362084.249870515 362102.743880284
Lnorm 5.71227336141883 0.00848939146200122 362140.594444608 362159.088454377
Gumbel 301.256513119934 2.84062690077013 384153.819572695 384172.313582464
