type p1 p2 aic bic
Normal 297.453036151337 5.46563825439838 477904.399764721 477922.89377449
Weibull 54.8161201364656 300.208438636199 491477.979901672 491496.47391144
Gamma 2972.19906826107 9.99218658147958 477581.504545804 477599.998555572
Lnorm 5.69508819688331 0.0183209190351188 477428.485631628 477446.979641396
Gumbel 294.826886089454 4.5750418223183 474411.938846614 474430.432856383
