type p1 p2 aic bic
Normal 291.708483183301 10.3732015980104 576130.578658169 576149.072667938
Weibull 30.9398751852401 296.738281794169 581217.740634239 581236.234644007
Gamma 790.810599223481 2.71096195281561 576035.359194949 576053.853204718
Lnorm 5.67512281501084 0.0355563685714044 576017.306691589 576035.800701357
Gumbel 286.576295090915 9.29765768035836 579737.883884877 579756.377894645
