type p1 p2 aic bic
Normal 291.586145192433 1.23437620001856 249807.005277551 249825.49928732
Weibull 220.536720091138 292.209158699706 268583.652925443 268602.146935212
Gamma 55852.2128523093 191.546285420453 249767.058138042 249785.552147811
Lnorm 5.6753265300033 0.00423171959029084 249747.822697298 249766.316707067
Gumbel 290.976755360573 1.1918181169485 258494.952149135 258513.446158904
