type p1 p2 aic bic
Normal 303.71513146771 1.5062001045654 280317.422930499 280335.916940267
Weibull 161.775727748063 304.512831294146 315193.416578303 315211.910588072
Gamma 40758.568617412 134.199990101225 280112.681484436 280131.175494205
Lnorm 5.7160779300024 0.0049494300171165 280011.601817922 280030.095827691
Gumbel 303.011967060238 1.33425962635129 278233.855464321 278252.34947409
