type p1 p2 aic bic
Normal 291.137985009785 10.3550237721868 575861.702633969 575880.196643738
Weibull 31.0834985044079 296.154619910337 580558.80223237 580577.296242139
Gamma 790.488476470632 2.71516778013032 575778.10714253 575796.601152299
Lnorm 5.67316483284861 0.0355675290385303 575765.258427319 575783.752437088
Gumbel 286.013003457172 9.26995976064757 579402.840937846 579421.334947614
