type p1 p2 aic bic
Normal 291.093645244618 7.19335317783732 520012.31114296 520030.805152729
Weibull 43.1629576672878 294.627329767316 527698.484507004 527716.978516773
Gamma 1639.4655256742 5.63209957483823 519902.495935053 519920.989944822
Lnorm 5.67333997396172 0.0246950571590289 519863.667427367 519882.161437136
Gumbel 287.545266883548 6.55188986342978 524451.894242101 524470.38825187
