type p1 p2 aic bic
Normal 303.521240013046 1.41246172576506 270466.992657116 270485.486666884
Weibull 175.24470872177 304.254523953285 302644.08910801 302662.583117778
Gamma 46264.3679926178 152.425467244108 270311.702792467 270330.196802236
Lnorm 5.71544078541537 0.00464660076599926 270235.103990976 270253.598000744
Gumbel 302.853292141521 1.25349874374185 269598.076429927 269616.570439696
