type p1 p2 aic bic
Normal 293.1956762818 8.38293872872967 543473.512806905 543492.006816674
Weibull 36.7964082146858 297.347762935777 553022.927989295 553041.421999063
Gamma 1227.86756127771 4.18787438999036 543131.824232845 543150.318242614
Lnorm 5.6804330247094 0.0285113747185274 542980.243945336 542998.737955104
Gumbel 289.128818036701 7.20746661673104 542598.786170819 542617.280180588
