type p1 p2 aic bic
Normal 305.790091532942 8.32755709763364 542457.380763951 542475.87477372
Weibull 44.5367099994269 309.72958259232 538540.548186039 538559.042195807
Gamma 1341.38191379243 4.38659928386278 542828.561281904 542847.055291672
Lnorm 5.72252604355363 0.0273449817741737 543029.748891696 543048.242901465
Gumbel 301.545306352212 7.95397194514495 552989.321621914 553007.815631683
