type p1 p2 aic bic
Normal 293.599203848663 9.75649932089319 566734.507210203 566753.001219972
Weibull 36.2870284204634 298.149966286949 562370.144392033 562388.638401802
Gamma 897.040763794114 3.05529512494869 567412.340022731 567430.834032499
Lnorm 5.68165802403324 0.0334768710769963 567780.606462211 567799.10047198
Gumbel 288.561209856791 9.90838805946475 582713.070108962 582731.564118731
