type p1 p2 aic bic
Normal 305.078222596217 1.59750644274937 289339.73318541 289358.227195179
Weibull 171.055319687357 305.905038529806 313287.623911406 313306.117921175
Gamma 36526.6960173326 119.728972496578 289208.653554898 289227.147564667
Lnorm 5.72055452451315 0.00522977997414272 289144.200949808 289162.694959577
Gumbel 304.314186752535 1.42245896963869 289649.003968674 289667.497978443
