type p1 p2 aic bic
Normal 292.982570815395 5.01093318268746 464588.954538278 464607.448548046
Weibull 58.8469295933839 295.497372021104 477778.534841623 477797.028851391
Gamma 3429.40601086525 11.7051717603393 464347.421268907 464365.915278676
Lnorm 5.67996728733739 0.017066173091632 464234.550867586 464253.044877354
Gumbel 290.553806064414 4.32498938167613 463858.085674466 463876.579684234
