type p1 p2 aic bic
Normal 297.210086862361 7.35934671285582 523509.657035394 523528.151045163
Weibull 42.8974541347925 300.854297412031 532164.260934235 532182.754944004
Gamma 1635.84853423354 5.50404743792449 523271.31196153 523289.805971299
Lnorm 5.69413348374145 0.0247136471444309 523166.670486359 523185.164496128
Gumbel 293.621651376598 6.4185622497392 524036.882881066 524055.376890834
