Location,TCFDCategoryName,TCFDSubCatName,RiskFactorName,ScenarioName,RiskYear,ValueAtRisk,ParentCorpID
HPQ,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2010,14.3876,3
HPQ,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2020,48.9632,3
HPQ,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2030,95.4156,3
HPQ,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2040,144.4,3
HPQ,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2050,170.077,3
HPQ,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2060,238.552,3
HPQ,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2070,297.144,3
HPQ,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2080,369.248,3
HPQ,  Physical Risk,Chronic,Temperature extremes ,RCP8.5,2090,411.406,3
HPQ,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2010,2.58977,3
HPQ,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2020,8.81338,3
HPQ,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2030,16.1965,3
HPQ,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2040,24.2804,3
HPQ,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2050,29.5169,3
HPQ,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2060,40.4448,3
HPQ,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2070,49.938,3
HPQ,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2080,61.5371,3
HPQ,  Opportunity,Resource Efficiency,Water Efficiency ,RCP8.5,2090,68.8928,3
