Location,TCFDCategoryName,TCFDSubCatName,RiskFactorName,ScenarioName,RiskYear,ValueAtRisk,ParentCorpID
Santa_Rosa_Philippines,  Physical Risk,Chronic,Drought ,RCP8.5,2090,0,7
Calamba_Philippines,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2010,0.2463,7
Calamba_Philippines,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2020,1.5581,7
Calamba_Philippines,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2030,1.9858,7
Calamba_Philippines,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2040,1.9951,7
Calamba_Philippines,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2050,2.8588,7
Calamba_Philippines,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2060,2.8588,7
Calamba_Philippines,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2070,4.1052,7
Calamba_Philippines,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2080,5.7487,7
Calamba_Philippines,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2090,6.8734,7
Calamba_Philippines,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2010,0.260368,7
Calamba_Philippines,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2020,0.652992,7
Calamba_Philippines,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2030,2.07098,7
Calamba_Philippines,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2040,3.00266,7
Calamba_Philippines,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2050,3.71802,7
Calamba_Philippines,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2060,5.37723,7
Calamba_Philippines,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2070,6.29772,7
Calamba_Philippines,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2080,7.11678,7
Calamba_Philippines,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2090,7.43568,7
Calamba_Philippines,  Transition Risk,Technology,New technology ,RCP8.5,2010,0.227822,7
Calamba_Philippines,  Transition Risk,Technology,New technology ,RCP8.5,2020,0.571368,7
Calamba_Philippines,  Transition Risk,Technology,New technology ,RCP8.5,2030,1.8121,7
Calamba_Philippines,  Transition Risk,Technology,New technology ,RCP8.5,2040,2.62733,7
Calamba_Philippines,  Transition Risk,Technology,New technology ,RCP8.5,2050,3.25327,7
Calamba_Philippines,  Transition Risk,Technology,New technology ,RCP8.5,2060,4.70508,7
Calamba_Philippines,  Transition Risk,Technology,New technology ,RCP8.5,2070,5.51051,7
Calamba_Philippines,  Transition Risk,Technology,New technology ,RCP8.5,2080,6.22718,7
Calamba_Philippines,  Transition Risk,Technology,New technology ,RCP8.5,2090,6.50622,7
Calamba_Philippines,  Transition Risk,Market,Reputation damage ,RCP8.5,2010,0.16273,7
Calamba_Philippines,  Transition Risk,Market,Reputation damage ,RCP8.5,2020,0.40812,7
Calamba_Philippines,  Transition Risk,Market,Reputation damage ,RCP8.5,2030,1.29436,7
Calamba_Philippines,  Transition Risk,Market,Reputation damage ,RCP8.5,2040,1.87667,7
Calamba_Philippines,  Transition Risk,Market,Reputation damage ,RCP8.5,2050,2.32376,7
Calamba_Philippines,  Transition Risk,Market,Reputation damage ,RCP8.5,2060,3.36077,7
Calamba_Philippines,  Transition Risk,Market,Reputation damage ,RCP8.5,2070,3.93608,7
Calamba_Philippines,  Transition Risk,Market,Reputation damage ,RCP8.5,2080,4.44799,7
Calamba_Philippines,  Transition Risk,Market,Reputation damage ,RCP8.5,2090,4.6473,7
Calamba_Philippines,  Transition Risk,Reputation,Materials cost ,RCP8.5,2010,0.32546,7
Calamba_Philippines,  Transition Risk,Reputation,Materials cost ,RCP8.5,2020,0.81624,7
Calamba_Philippines,  Transition Risk,Reputation,Materials cost ,RCP8.5,2030,2.58872,7
Calamba_Philippines,  Transition Risk,Reputation,Materials cost ,RCP8.5,2040,3.75333,7
Calamba_Philippines,  Transition Risk,Reputation,Materials cost ,RCP8.5,2050,4.64753,7
Calamba_Philippines,  Transition Risk,Reputation,Materials cost ,RCP8.5,2060,6.72154,7
Calamba_Philippines,  Transition Risk,Reputation,Materials cost ,RCP8.5,2070,7.87215,7
Calamba_Philippines,  Transition Risk,Reputation,Materials cost ,RCP8.5,2080,8.89597,7
Calamba_Philippines,  Transition Risk,Reputation,Materials cost ,RCP8.5,2090,9.2946,7
Calamba_Philippines,  Physical Risk,Acute,Storm damage ,RCP8.5,2010,2.27822,7
Calamba_Philippines,  Physical Risk,Acute,Storm damage ,RCP8.5,2020,5.71368,7
Calamba_Philippines,  Physical Risk,Acute,Storm damage ,RCP8.5,2030,18.121,7
Calamba_Philippines,  Physical Risk,Acute,Storm damage ,RCP8.5,2040,26.2733,7
Calamba_Philippines,  Physical Risk,Acute,Storm damage ,RCP8.5,2050,32.5327,7
Calamba_Philippines,  Physical Risk,Acute,Storm damage ,RCP8.5,2060,47.0508,7
Calamba_Philippines,  Physical Risk,Acute,Storm damage ,RCP8.5,2070,55.105,7
Calamba_Philippines,  Physical Risk,Acute,Storm damage ,RCP8.5,2080,62.2718,7
Calamba_Philippines,  Physical Risk,Acute,Storm damage ,RCP8.5,2090,65.0622,7
Calamba_Philippines,  Physical Risk,Acute,Employee impacts ,RCP8.5,2010,0.195276,7
Calamba_Philippines,  Physical Risk,Acute,Employee impacts ,RCP8.5,2020,0.489744,7
Calamba_Philippines,  Physical Risk,Acute,Employee impacts ,RCP8.5,2030,1.55323,7
Calamba_Philippines,  Physical Risk,Acute,Employee impacts ,RCP8.5,2040,2.252,7
Calamba_Philippines,  Physical Risk,Acute,Employee impacts ,RCP8.5,2050,2.78852,7
