"impactbyperiod impactbyperiod_relative2baseperiod"
"2858.39302368741 0"
"3680.53760863115 822.144584943739"
"4630.70706107414 1772.31403738673"
"5708.50671314363 2850.11368945622"
"6936.26315663505 4077.87013294763"
"8340.01296397177 5481.61994028436"
"9918.15992898449 7059.76690529708"
"11639.205392163 8780.81236847563"
"13479.9584089335 10621.565385246"
