"impactbyperiod impactbyperiod_relative2baseperiod"
"-37.7516507505792 0"
"-34.6096563131111 3.1419944374681"
"-32.451617919933 5.30003283064615"
"-31.8958994309268 5.85575131965233"
"-33.6741129623298 4.07753778824939"
"-38.3871813057072 -0.635530555128"
"-46.2012794788907 -8.44962872831149"
"-56.9120129803973 -19.1603622298181"
"-70.4610462192904 -32.7093954687112"
